ell,Delta_Cl_over_Cl
1865,-2.1078047424475157e-27
1866,-2.1086594871818834e-27
1867,-2.1095133668438935e-27
1868,-2.1103663814003042e-27
1869,-2.1112185308188385e-27
1870,-2.1120698150681843e-27
1871,-2.1129202341179926e-27
1872,-2.1137697879388757e-27
1873,-2.1146184765024047e-27
1874,-2.11546629978111e-27
1875,-2.1163132577484776e-27
1876,-2.117159350378948e-27
1877,-2.1180045776479155e-27
1878,-2.118848939531725e-27
1879,-2.1196924360076722e-27
1880,-2.120535067054001e-27
1881,-2.121376832649901e-27
1882,-2.1222177327755075e-27
1883,-2.1230577674119003e-27
1884,-2.1238969365410995e-27
1885,-2.124735240146066e-27
1886,-2.1255726782106996e-27
1887,-2.1264092507198366e-27
1888,-2.1272449576592486e-27
1889,-2.1280797990156433e-27
1890,-2.1289137747766574e-27
1891,-2.1297468849308606e-27
1892,-2.1305791294677507e-27
1893,-2.131410508377753e-27
1894,-2.13224102165222e-27
1895,-2.133070669283426e-27
1896,-2.133899451264571e-27
1897,-2.1347273675897743e-27
1898,-2.135554418254075e-27
1899,-2.136380603253431e-27
1900,-2.1372059225847155e-27
1901,-2.1380303762457185e-27
1902,-2.1388539642351413e-27
1903,-2.139676686552598e-27
1904,-2.140498543198612e-27
1905,-2.141319534174617e-27
1906,-2.1421396594829523e-27
1907,-2.1429589191268635e-27
1908,-2.1437773131104997e-27
1909,-2.144594841438912e-27
1910,-2.1454115041180537e-27
1911,-2.1462273011547758e-27
1912,-2.1470422325568284e-27
1913,-2.1478562983328573e-27
1914,-2.148669498492402e-27
1915,-2.149481833045897e-27
1916,-2.1502933020046662e-27
1917,-2.151103905380926e-27
1918,-2.151913643187779e-27
1919,-2.152722515439216e-27
1920,-2.1535305221501127e-27
1921,-2.154337663336229e-27
1922,-2.1551439390142072e-27
1923,-2.1559493492015694e-27
1924,-2.156753893916719e-27
1925,-2.1575575731789354e-27
1926,-2.158360387008375e-27
1927,-2.159162335426068e-27
1928,-2.1599634184539204e-27
1929,-2.1607636361147063e-27
1930,-2.1615629884320722e-27
1931,-2.162361475430534e-27
1932,-2.163159097135472e-27
1933,-2.1639558535731333e-27
1934,-2.1647517447706314e-27
1935,-2.165546770755939e-27
1936,-2.166340931557892e-27
1937,-2.1671342272061854e-27
1938,-2.167926657731372e-27
1939,-2.1687182231648618e-27
1940,-2.169508923538919e-27
1941,-2.1702987588866626e-27
1942,-2.171087729242063e-27
1943,-2.171875834639941e-27
1944,-2.1726630751159672e-27
1945,-2.1734494507066596e-27
1946,-2.1742349614493824e-27
1947,-2.1750196073823447e-27
1948,-2.175803388544597e-27
1949,-2.1765863049760347e-27
1950,-2.1773683567173914e-27
1951,-2.1781495438102394e-27
1952,-2.1789298662969887e-27
1953,-2.179709324220886e-27
1954,-2.180487917626011e-27
1955,-2.181265646557276e-27
1956,-2.1820425110604273e-27
1957,-2.1828185111820374e-27
1958,-2.1835936469695107e-27
1959,-2.1843679184710762e-27
1960,-2.1851413257357895e-27
1961,-2.18591386881353e-27
1962,-2.1866855477550015e-27
1963,-2.187456362611725e-27
1964,-2.1882263134360447e-27
1965,-2.1889954002811226e-27
1966,-2.189763623200936e-27
1967,-2.190530982250279e-27
1968,-2.191297477484759e-27
1969,-2.1920631089607954e-27
1970,-2.1928278767356202e-27
1971,-2.1935917808672742e-27
1972,-2.1943548214146052e-27
1973,-2.195116998437269e-27
1974,-2.195878311995727e-27
1975,-2.1966387621512437e-27
1976,-2.1973983489658865e-27
1977,-2.1981570725025232e-27
1978,-2.198914932824821e-27
1979,-2.199671929997247e-27
1980,-2.2004280640850625e-27
1981,-2.2011833351543255e-27
1982,-2.201937743271888e-27
1983,-2.202691288505395e-27
1984,-2.2034439709232802e-27
1985,-2.204195790594769e-27
1986,-2.204946747589875e-27
1987,-2.2056968419793975e-27
1988,-2.2064460738349212e-27
1989,-2.207194443228816e-27
1990,-2.2079419502342332e-27
1991,-2.2086885949251054e-27
1992,-2.209434377376146e-27
1993,-2.2101792976628452e-27
1994,-2.2109233558614714e-27
1995,-2.2116665520490677e-27
1996,-2.212408886303452e-27
1997,-2.2131503587032143e-27
1998,-2.2138909693277174e-27
1999,-2.214630718257091e-27
2000,-2.2153696055722373e-27
2001,-2.2161076313548235e-27
2002,-2.216844795687281e-27
2003,-2.21758109865281e-27
2004,-2.21831654033537e-27
2005,-2.2190511208196837e-27
2006,-2.219784840191233e-27
2007,-2.2205176985362603e-27
2008,-2.2212496959417653e-27
2009,-2.2219808324955013e-27
2010,-2.2227111082859803e-27
2011,-2.2234405234024646e-27
2012,-2.22416907793497e-27
2013,-2.2248967719742633e-27
2014,-2.2256236056118587e-27
2015,-2.22634957894002e-27
2016,-2.227074692051758e-27
2017,-2.227798945040827e-27
2018,-2.2285223380017254e-27
2019,-2.2292448710296964e-27
2020,-2.229966544220721e-27
2021,-2.230687357671523e-27
2022,-2.231407311479563e-27
2023,-2.232126405743038e-27
2024,-2.2328446405608825e-27
2025,-2.2335620160327647e-27
2026,-2.2342785322590847e-27
2027,-2.2349941893409772e-27
2028,-2.235708987380304e-27
2029,-2.2364229264796574e-27
2030,-2.237136006742357e-27
2031,-2.2378482282724505e-27
2032,-2.2385595911747078e-27
2033,-2.239270095554624e-27
2034,-2.239979741518416e-27
2035,-2.240688529173023e-27
2036,-2.2413964586261022e-27
2037,-2.2421035299860304e-27
2038,-2.2428097433619e-27
2039,-2.2435150988635204e-27
2040,-2.2442195966014156e-27
2041,-2.244923236686821e-27
2042,-2.245626019231685e-27
2043,-2.246327944348667e-27
2044,-2.247029012151134e-27
2045,-2.247729222753161e-27
2046,-2.248428576269531e-27
2047,-2.2491270728157303e-27
2048,-2.249824712507951e-27
2049,-2.2505214954630854e-27
2050,-2.2512174217987284e-27
2051,-2.2519124916331756e-27
2052,-2.2526067050854197e-27
2053,-2.2533000622751517e-27
2054,-2.253992563322758e-27
2055,-2.2546842083493205e-27
2056,-2.2553749974766136e-27
2057,-2.2560649308271048e-27
2058,-2.256754008523952e-27
2059,-2.2574422306910028e-27
2060,-2.2581295974527924e-27
2061,-2.2588161089345443e-27
2062,-2.2595017652621666e-27
2063,-2.2601865665622525e-27
2064,-2.260870512962078e-27
2065,-2.2615536045896003e-27
2066,-2.2622358415734587e-27
2067,-2.262917224042971e-27
2068,-2.263597752128132e-27
2069,-2.2642774259596156e-27
2070,-2.264956245668768e-27
2071,-2.265634211387614e-27
2072,-2.2663113232488465e-27
2073,-2.266987581385833e-27
2074,-2.267662985932611e-27
2075,-2.268337537023887e-27
2076,-2.2690112347950342e-27
2077,-2.2696840793820937e-27
2078,-2.2703560709217728e-27
2079,-2.2710272095514402e-27
2080,-2.27169749540913e-27
2081,-2.2723669286335362e-27
2082,-2.273035509364014e-27
2083,-2.2737032377405773e-27
2084,-2.2743701139038982e-27
2085,-2.2750361379953045e-27
2086,-2.275701310156781e-27
2087,-2.2763656305309643e-27
2088,-2.2770290992611453e-27
2089,-2.2776917164912665e-27
2090,-2.2783534823659202e-27
2091,-2.2790143970303483e-27
2092,-2.2796744606304405e-27
2093,-2.280333673312732e-27
2094,-2.2809920352244052e-27
2095,-2.281649546513285e-27
2096,-2.282306207327841e-27
2097,-2.282962017817182e-27
2098,-2.2836169781310604e-27
2099,-2.2842710884198646e-27
2100,-2.284924348834624e-27
2101,-2.2855767595270026e-27
2102,-2.286228320649301e-27
2103,-2.286879032354454e-27
2104,-2.287528894796029e-27
2105,-2.2881779081282258e-27
2106,-2.288826072505875e-27
2107,-2.2894733880844367e-27
2108,-2.290119855019999e-27
2109,-2.2907654734692768e-27
2110,-2.2914102435896114e-27
2111,-2.292054165538968e-27
2112,-2.292697239475936e-27
2113,-2.293339465559727e-27
2114,-2.293980843950173e-27
2115,-2.2946213748077258e-27
2116,-2.295261058293457e-27
2117,-2.2958998945690542e-27
2118,-2.2965378837968213e-27
2119,-2.2971750261396786e-27
2120,-2.2978113217611587e-27
2121,-2.2984467708254078e-27
2122,-2.2990813734971824e-27
2123,-2.2997151299418513e-27
2124,-2.3003480403253896e-27
2125,-2.3009801048143826e-27
2126,-2.301611323576021e-27
2127,-2.3022416967781014e-27
2128,-2.3028712245890256e-27
2129,-2.3034999071777955e-27
2130,-2.3041277447140197e-27
2131,-2.304754737367903e-27
2132,-2.3053808853102524e-27
2133,-2.306006188712473e-27
2134,-2.3066306477465665e-27
2135,-2.3072542625851302e-27
2136,-2.3078770334013587e-27
2137,-2.308498960369038e-27
2138,-2.3091200436625466e-27
2139,-2.309740283456856e-27
2140,-2.3103596799275273e-27
2141,-2.3109782332507096e-27
2142,-2.311595943603142e-27
2143,-2.3122128111621482e-27
2144,-2.3128288361056384e-27
2145,-2.313444018612108e-27
2146,-2.314058358860635e-27
2147,-2.3146718570308786e-27
2148,-2.3152845133030802e-27
2149,-2.315896327858061e-27
2150,-2.3165073008772198e-27
2151,-2.3171174325425336e-27
2152,-2.3177267230365575e-27
2153,-2.318335172542418e-27
2154,-2.318942781243819e-27
2155,-2.3195495493250353e-27
2156,-2.3201554769709155e-27
2157,-2.320760564366877e-27
2158,-2.3213648116989073e-27
2159,-2.3219682191535622e-27
2160,-2.3225707869179656e-27
2161,-2.323172515179807e-27
2162,-2.32377340412734e-27
2163,-2.3243734539493827e-27
2164,-2.3249726648353167e-27
2165,-2.325571036975084e-27
2166,-2.3261685705591873e-27
2167,-2.3267652657786897e-27
2168,-2.327361122825211e-27
2169,-2.3279561418909293e-27
2170,-2.328550323168578e-27
2171,-2.329143666851445e-27
2172,-2.329736173133373e-27
2173,-2.3303278422087564e-27
2174,-2.330918674272542e-27
2175,-2.331508669520226e-27
2176,-2.332097828147854e-27
2177,-2.3326861503520216e-27
2178,-2.3332736363298677e-27
2179,-2.3338602862790817e-27
2180,-2.334446100397893e-27
2181,-2.335031078885079e-27
2182,-2.335615221939958e-27
2183,-2.3361985297623893e-27
2184,-2.3367810025527733e-27
2185,-2.3373626405120494e-27
2186,-2.337943443841696e-27
2187,-2.3385234127437264e-27
2188,-2.3391025474206937e-27
2189,-2.3396808480756828e-27
2190,-2.340258314912313e-27
2191,-2.3408349481347373e-27
2192,-2.3414107479476407e-27
2193,-2.341985714556237e-27
2194,-2.3425598481662702e-27
2195,-2.343133148984014e-27
2196,-2.343705617216268e-27
2197,-2.344277253070358e-27
2198,-2.344848056754136e-27
2199,-2.3454180284759768e-27
2200,-2.34598716844478e-27
2201,-2.346555476869965e-27
2202,-2.347122953961474e-27
2203,-2.347689599929767e-27
2204,-2.348255414985825e-27
2205,-2.3488203993411437e-27
2206,-2.3493845532077392e-27
2207,-2.3499478767981396e-27
2208,-2.350510370325389e-27
2209,-2.3510720340030447e-27
2210,-2.3516328680451763e-27
2211,-2.3521928726663646e-27
2212,-2.3527520480817e-27
2213,-2.3533103945067843e-27
2214,-2.3538679121577235e-27
2215,-2.3544246012511335e-27
2216,-2.354980462004136e-27
2217,-2.355535494634356e-27
2218,-2.356089699359924e-27
2219,-2.356643076399472e-27
2220,-2.3571956259721345e-27
2221,-2.3577473482975467e-27
2222,-2.358298243595843e-27
2223,-2.3588483120876566e-27
2224,-2.3593975539941173e-27
2225,-2.359945969536854e-27
2226,-2.360493558937988e-27
2227,-2.3610403224201373e-27
2228,-2.3615862602064123e-27
2229,-2.362131372520415e-27
2230,-2.3626756595862393e-27
2231,-2.363219121628471e-27
2232,-2.363761758872182e-27
2233,-2.364303571542935e-27
2234,-2.3648445598667786e-27
2235,-2.3653847240702483e-27
2236,-2.365924064380363e-27
2237,-2.366462581024629e-27
2238,-2.3670002742310315e-27
2239,-2.3675371442280408e-27
2240,-2.3680731912446076e-27
2241,-2.368608415510161e-27
2242,-2.3691428172546106e-27
2243,-2.369676396708344e-27
2244,-2.370209154102225e-27
2245,-2.3707410896675934e-27
2246,-2.371272203636264e-27
2247,-2.3718024962405256e-27
2248,-2.3723319677131396e-27
2249,-2.37286061828734e-27
2250,-2.3733884481968308e-27
2251,-2.373915457675786e-27
2252,-2.3744416469588486e-27
2253,-2.3749670162811292e-27
2254,-2.3754915658782056e-27
2255,-2.3760152959861197e-27
2256,-2.3765382068413813e-27
2257,-2.3770602986809613e-27
2258,-2.3775815717422962e-27
2259,-2.37810202626328e-27
2260,-2.378621662482271e-27
2261,-2.379140480638087e-27
2262,-2.3796584809700034e-27
2263,-2.380175663717754e-27
2264,-2.380692029121529e-27
2265,-2.381207577421975e-27
2266,-2.381722308860194e-27
2267,-2.3822362236777405e-27
2268,-2.3827493221166222e-27
2269,-2.3832616044192994e-27
2270,-2.3837730708286834e-27
2271,-2.3842837215881333e-27
2272,-2.38479355694146e-27
2273,-2.3853025771329215e-27
2274,-2.385810782407221e-27
2275,-2.38631817300951e-27
2276,-2.3868247491853842e-27
2277,-2.387330511180883e-27
2278,-2.3878354592424884e-27
2279,-2.3883395936171268e-27
2280,-2.3888429145521623e-27
2281,-2.3893454222954028e-27
2282,-2.3898471170950927e-27
2283,-2.3903479991999153e-27
2284,-2.3908480688589915e-27
2285,-2.3913473263218794e-27
2286,-2.3918457718385703e-27
2287,-2.392343405659491e-27
2288,-2.392840228035503e-27
2289,-2.393336239217897e-27
2290,-2.3938314394583984e-27
2291,-2.3943258290091615e-27
2292,-2.3948194081227705e-27
2293,-2.3953121770522388e-27
2294,-2.3958041360510064e-27
2295,-2.3962952853729403e-27
2296,-2.3967856252723342e-27
2297,-2.3972751560039056e-27
2298,-2.3977638778227957e-27
2299,-2.3982517909845692e-27
2300,-2.3987388957452135e-27
2301,-2.3992251923611363e-27
2302,-2.399710681089164e-27
2303,-2.4001953621865436e-27
2304,-2.400679235910941e-27
2305,-2.4011623025204376e-27
2306,-2.4016445622735327e-27
2307,-2.4021260154291406e-27
2308,-2.4026066622465882e-27
2309,-2.4030865029856193e-27
2310,-2.403565537906387e-27
2311,-2.4040437672694585e-27
2312,-2.4045211913358097e-27
2313,-2.4049978103668277e-27
2314,-2.4054736246243088e-27
2315,-2.4059486343704553e-27
2316,-2.406422839867878e-27
2317,-2.4068962413795933e-27
2318,-2.4073688391690235e-27
2319,-2.4078406334999945e-27
2320,-2.408311624636735e-27
2321,-2.408781812843878e-27
2322,-2.409251198386454e-27
2323,-2.409719781529899e-27
2324,-2.410187562540045e-27
2325,-2.4106545416831255e-27
2326,-2.4111207192257685e-27
2327,-2.4115860954350017e-27
2328,-2.412050670578249e-27
2329,-2.412514444923326e-27
2330,-2.4129774187384456e-27
2331,-2.4134395922922136e-27
2332,-2.4139009658536273e-27
2333,-2.4143615396920755e-27
2334,-2.4148213140773378e-27
2335,-2.4152802892795836e-27
2336,-2.4157384655693708e-27
2337,-2.4161958432176452e-27
2338,-2.4166524224957393e-27
2339,-2.417108203675372e-27
2340,-2.4175631870286476e-27
2341,-2.4180173728280543e-27
2342,-2.4184707613464625e-27
2343,-2.4189233528571276e-27
2344,-2.419375147633685e-27
2345,-2.4198261459501497e-27
2346,-2.420276348080919e-27
2347,-2.420725754300767e-27
2348,-2.421174364884847e-27
2349,-2.4216221801086896e-27
2350,-2.4220692002482007e-27
2351,-2.422515425579661e-27
2352,-2.422960856379728e-27
2353,-2.42340549292543e-27
2354,-2.423849335494171e-27
2355,-2.4242923843637246e-27
2356,-2.4247346398122356e-27
2357,-2.42517610211822e-27
2358,-2.425616771560562e-27
2359,-2.426056648418514e-27
2360,-2.426495732971697e-27
2361,-2.426934025500097e-27
2362,-2.427371526284067e-27
2363,-2.4278082356043258e-27
2364,-2.428244153741952e-27
2365,-2.4286792809783923e-27
2366,-2.429113617595453e-27
2367,-2.4295471638753012e-27
2368,-2.4299799201004664e-27
2369,-2.4304118865538373e-27
2370,-2.4308430635186602e-27
2371,-2.4312734512785394e-27
2372,-2.4317030501174384e-27
2373,-2.4321318603196753e-27
2374,-2.4325598821699222e-27
2375,-2.4329871159532093e-27
2376,-2.4334135619549166e-27
2377,-2.4338392204607797e-27
2378,-2.4342640917568844e-27
2379,-2.434688176129669e-27
2380,-2.4351114738659212e-27
2381,-2.4355339852527765e-27
2382,-2.4359557105777233e-27
2383,-2.436376650128593e-27
2384,-2.436796804193566e-27
2385,-2.43721617306117e-27
2386,-2.4376347570202745e-27
2387,-2.438052556360097e-27
2388,-2.4384695713701954e-27
2389,-2.4388858023404726e-27
2390,-2.4393012495611706e-27
2391,-2.4397159133228756e-27
2392,-2.440129793916512e-27
2393,-2.4405428916333428e-27
2394,-2.440955206764972e-27
2395,-2.441366739603338e-27
2396,-2.4417774904407192e-27
2397,-2.4421874595697276e-27
2398,-2.4425966472833117e-27
2399,-2.4430050538747524e-27
2400,-2.4434126796376676e-27
2401,-2.4438195248660037e-27
2402,-2.4442255898540413e-27
2403,-2.4446308748963928e-27
2404,-2.445035380287998e-27
2405,-2.4454391063241287e-27
2406,-2.4458420533003835e-27
2407,-2.4462442215126895e-27
2408,-2.446645611257302e-27
2409,-2.4470462228307984e-27
2410,-2.4474460565300857e-27
2411,-2.4478451126523926e-27
2412,-2.448243391495273e-27
2413,-2.4486408933566026e-27
2414,-2.4490376185345788e-27
2415,-2.4494335673277227e-27
2416,-2.449828740034873e-27
2417,-2.4502231369551893e-27
2418,-2.4506167583881493e-27
2419,-2.4510096046335485e-27
2420,-2.4514016759915008e-27
2421,-2.451792972762436e-27
2422,-2.452183495247098e-27
2423,-2.452573243746548e-27
2424,-2.4529622185621588e-27
2425,-2.4533504199956174e-27
2426,-2.4537378483489236e-27
2427,-2.4541245039243884e-27
2428,-2.4545103870246327e-27
2429,-2.454895497952588e-27
2430,-2.4552798370114955e-27
2431,-2.4556634045049038e-27
2432,-2.4560462007366707e-27
2433,-2.4564282260109584e-27
2434,-2.456809480632237e-27
2435,-2.457189964905281e-27
2436,-2.4575696791351697e-27
2437,-2.457948623627286e-27
2438,-2.458326798687315e-27
2439,-2.4587042046212445e-27
2440,-2.459080841735364e-27
2441,-2.459456710336262e-27
2442,-2.4598318107308297e-27
2443,-2.460206143226253e-27
2444,-2.460579708130019e-27
2445,-2.460952505749912e-27
2446,-2.4613245363940113e-27
2447,-2.4616958003706943e-27
2448,-2.46206629798863e-27
2449,-2.4624360295567866e-27
2450,-2.4628049953844214e-27
2451,-2.4631731957810864e-27
2452,-2.463540631056626e-27
2453,-2.463907301521174e-27
2454,-2.4642732074851566e-27
2455,-2.4646383492592882e-27
2456,-2.4650027271545736e-27
2457,-2.465366341482303e-27
2458,-2.465729192554058e-27
2459,-2.4660912806817032e-27
2460,-2.466452606177391e-27
2461,-2.4668131693535575e-27
2462,-2.4671729705229254e-27
2463,-2.4675320099984985e-27
2464,-2.4678902880935644e-27
2465,-2.468247805121693e-27
2466,-2.4686045613967357e-27
2467,-2.4689605572328233e-27
2468,-2.4693157929443665e-27
2469,-2.4696702688460572e-27
2470,-2.4700239852528625e-27
2471,-2.47037694248003e-27
2472,-2.470729140843081e-27
2473,-2.4710805806578154e-27
2474,-2.471431262240307e-27
2475,-2.471781185906904e-27
2476,-2.4721303519742303e-27
2477,-2.47247876075918e-27
2478,-2.4728264125789225e-27
2479,-2.4731733077508965e-27
2480,-2.4735194465928116e-27
2481,-2.4738648294226487e-27
2482,-2.4742094565586575e-27
2483,-2.4745533283193562e-27
2484,-2.4748964450235313e-27
2485,-2.4752388069902358e-27
2486,-2.4755804145387877e-27
2487,-2.475921267988775e-27
2488,-2.4762613676600465e-27
2489,-2.476600713872717e-27
2490,-2.476939306947164e-27
2491,-2.477277147204028e-27
2492,-2.477614234964212e-27
2493,-2.47795057054888e-27
2494,-2.4782861542794554e-27
2495,-2.478620986477624e-27
2496,-2.4789550674653283e-27
2497,-2.4792883975647706e-27
2498,-2.4796209770984088e-27
2499,-2.4799528063889604e-27
2500,-2.480283885759397e-27
2501,-2.480614215532948e-27
2502,-2.4809437960330944e-27
2503,-2.4812726275835742e-27
2504,-2.4816007105083774e-27
2505,-2.4819280451317467e-27
2506,-2.482254631778176e-27
2507,-2.4825804707724116e-27
2508,-2.4829055624394498e-27
2509,-2.4832299071045368e-27
2510,-2.4835535050931677e-27
2511,-2.4838763567310853e-27
2512,-2.4841984623442815e-27
2513,-2.4845198222589936e-27
2514,-2.484840436801706e-27
2515,-2.485160306299149e-27
2516,-2.4854794310782954e-27
2517,-2.4857978114663658e-27
2518,-2.486115447790821e-27
2519,-2.486432340379366e-27
2520,-2.4867484895599476e-27
2521,-2.4870638956607542e-27
2522,-2.4873785590102132e-27
2523,-2.4876924799369943e-27
2524,-2.488005658770004e-27
2525,-2.488318095838389e-27
2526,-2.4886297914715337e-27
2527,-2.4889407459990584e-27
2528,-2.489250959750821e-27
2529,-2.4895604330569146e-27
2530,-2.4898691662476676e-27
2531,-2.4901771596536425e-27
2532,-2.4904844136056356e-27
2533,-2.4907909284346763e-27
2534,-2.4910967044720253e-27
2535,-2.4914017420491767e-27
2536,-2.4917060414978538e-27
2537,-2.492009603150011e-27
2538,-2.492312427337832e-27
2539,-2.49261451439373e-27
2540,-2.4929158646503444e-27
2541,-2.4932164784405444e-27
2542,-2.4935163560974256e-27
2543,-2.4938154979543078e-27
2544,-2.4941139043447388e-27
2545,-2.4944115756024902e-27
2546,-2.494708512061556e-27
2547,-2.4950047140561566e-27
2548,-2.4953001819207337e-27
2549,-2.4955949159899504e-27
2550,-2.495888916598692e-27
2551,-2.4961821840820652e-27
2552,-2.4964747187753955e-27
2553,-2.4967665210142285e-27
2554,-2.497057591134327e-27
2555,-2.4973479294716753e-27
2556,-2.4976375363624718e-27
2557,-2.4979264121431327e-27
2558,-2.4982145571502912e-27
2559,-2.4985019717207944e-27
2560,-2.4987886561917046e-27
2561,-2.499074610900299e-27
2562,-2.499359836184068e-27
2563,-2.499644332380713e-27
2564,-2.49992809982815e-27
2565,-2.5002111388645047e-27
2566,-2.5004934498281146e-27
2567,-2.5007750330575266e-27
2568,-2.5010558888914974e-27
2569,-2.501336017668993e-27
2570,-2.5016154197291868e-27
2571,-2.501894095411459e-27
2572,-2.502172045055398e-27
2573,-2.5024492690007985e-27
2574,-2.502725767587661e-27
2575,-2.5030015411561887e-27
2576,-2.503276590046791e-27
2577,-2.503550914600081e-27
2578,-2.5038245151568728e-27
2579,-2.5040973920581864e-27
2580,-2.5043695456452395e-27
2581,-2.5046409762594537e-27
2582,-2.504911684242449e-27
2583,-2.505181669936047e-27
2584,-2.505450933682267e-27
2585,-2.505719475823327e-27
2586,-2.5059872967016435e-27
2587,-2.5062543966598304e-27
2588,-2.5065207760406962e-27
2589,-2.5067864351872474e-27
2590,-2.5070513744426845e-27
2591,-2.5073155941504046e-27
2592,-2.5075790946539965e-27
2593,-2.507841876297242e-27
2594,-2.5081039394241192e-27
2595,-2.5083652843787956e-27
2596,-2.5086259115056297e-27
2597,-2.5088858211491718e-27
2598,-2.5091450136541636e-27
2599,-2.509403489365535e-27
2600,-2.509661248628404e-27
2601,-2.5099182917880793e-27
2602,-2.5101746191900554e-27
2603,-2.510430231180016e-27
2604,-2.5106851281038285e-27
2605,-2.5109393103075485e-27
2606,-2.5111927781374158e-27
2607,-2.511445531939854e-27
2608,-2.5116975720614738e-27
2609,-2.511948898849065e-27
2610,-2.512199512649604e-27
2611,-2.5124494138102466e-27
2612,-2.512698602678332e-27
2613,-2.512947079601379e-27
2614,-2.5131948449270873e-27
2615,-2.5134418990033374e-27
2616,-2.5136882421781867e-27
2617,-2.5139338747998723e-27
2618,-2.5141787972168092e-27
2619,-2.51442300977759e-27
2620,-2.514666512830982e-27
2621,-2.514909306725932e-27
2622,-2.5151513918115584e-27
2623,-2.515392768437157e-27
2624,-2.515633436952198e-27
2625,-2.515873397706322e-27
2626,-2.516112651049347e-27
2627,-2.5163511973312607e-27
2628,-2.516589036902223e-27
2629,-2.5168261701125653e-27
2630,-2.51706259731279e-27
2631,-2.517298318853568e-27
2632,-2.5175333350857422e-27
2633,-2.5177676463603222e-27
2634,-2.518001253028486e-27
2635,-2.51823415544158e-27
2636,-2.5184663539511173e-27
2637,-2.5186978489087773e-27
2638,-2.518928640666406e-27
2639,-2.519158729576014e-27
2640,-2.5193881159897754e-27
2641,-2.5196168002600305e-27
2642,-2.519844782739283e-27
2643,-2.5200720637801976e-27
2644,-2.5202986437356024e-27
2645,-2.5205245229584877e-27
2646,-2.520749701802004e-27
2647,-2.5209741806194633e-27
2648,-2.5211979597643375e-27
2649,-2.5214210395902557e-27
2650,-2.5216434204510093e-27
2651,-2.5218651027005456e-27
2652,-2.5220860866929702e-27
2653,-2.5223063727825448e-27
2654,-2.5225259613236898e-27
2655,-2.5227448526709806e-27
2656,-2.5229630471791452e-27
2657,-2.5231805452030706e-27
2658,-2.523397347097796e-27
2659,-2.523613453218513e-27
2660,-2.523828863920569e-27
2661,-2.5240435795594606e-27
2662,-2.524257600490839e-27
2663,-2.5244709270705052e-27
2664,-2.5246835596544126e-27
2665,-2.524895498598663e-27
2666,-2.5251067442595078e-27
2667,-2.5253172969933487e-27
2668,-2.5255271571567346e-27
2669,-2.525736325106363e-27
2670,-2.5259448011990794e-27
2671,-2.5261525857918745e-27
2672,-2.526359679241886e-27
2673,-2.526566081906398e-27
2674,-2.526771794142838e-27
2675,-2.5269768163087792e-27
2676,-2.5271811487619392e-27
2677,-2.5273847918601773e-27
2678,-2.527587745961497e-27
2679,-2.5277900114240435e-27
2680,-2.5279915886061044e-27
2681,-2.5281924778661073e-27
2682,-2.5283926795626213e-27
2683,-2.5285921940543558e-27
2684,-2.528791021700159e-27
2685,-2.5289891628590172e-27
2686,-2.5291866178900583e-27
2687,-2.5293833871525442e-27
2688,-2.5295794710058766e-27
2689,-2.5297748698095922e-27
2690,-2.529969583923366e-27
2691,-2.530163613707007e-27
2692,-2.530356959520459e-27
2693,-2.5305496217238026e-27
2694,-2.5307416006772497e-27
2695,-2.5309328967411474e-27
2696,-2.531123510275975e-27
2697,-2.531313441642345e-27
2698,-2.531502691201e-27
2699,-2.531691259312815e-27
2700,-2.5318791463387968e-27
2701,-2.5320663526400802e-27
2702,-2.532252878577932e-27
2703,-2.5324387245137453e-27
2704,-2.532623890809044e-27
2705,-2.5328083778254805e-27
2706,-2.532992185924832e-27
2707,-2.533175315469005e-27
2708,-2.5333577668200322e-27
2709,-2.5335395403400717e-27
2710,-2.533720636391406e-27
2711,-2.5339010553364446e-27
2712,-2.5340807975377185e-27
2713,-2.5342598633578863e-27
2714,-2.534438253159727e-27
2715,-2.534615967306142e-27
2716,-2.534793006160157e-27
2717,-2.5349693700849183e-27
2718,-2.5351450594436926e-27
2719,-2.535320074599869e-27
2720,-2.5354944159169535e-27
2721,-2.5356680837585763e-27
2722,-2.535841078488483e-27
2723,-2.536013400470539e-27
2724,-2.536185050068726e-27
2725,-2.5363560276471467e-27
2726,-2.5365263335700187e-27
2727,-2.5366959682016744e-27
2728,-2.536864931906565e-27
2729,-2.537033225049256e-27
2730,-2.5372008479944263e-27
2731,-2.5373678011068723e-27
2732,-2.537534084751501e-27
2733,-2.537699699293335e-27
2734,-2.5378646450975082e-27
2735,-2.5380289225292676e-27
2736,-2.5381925319539726e-27
2737,-2.538355473737092e-27
2738,-2.5385177482442073e-27
2739,-2.538679355841009e-27
2740,-2.5388402968932978e-27
2741,-2.5390005717669835e-27
2742,-2.5391601808280846e-27
2743,-2.539319124442729e-27
2744,-2.53947740297715e-27
2745,-2.53963501679769e-27
2746,-2.5397919662707967e-27
2747,-2.5399482517630253e-27
2748,-2.540103873641036e-27
2749,-2.540258832271595e-27
2750,-2.5404131280215705e-27
2751,-2.5405667612579394e-27
2752,-2.5407197323477784e-27
2753,-2.540872041658268e-27
2754,-2.541023689556693e-27
2755,-2.5411746764104396e-27
2756,-2.541325002586996e-27
2757,-2.5414746684539496e-27
2758,-2.5416236743789916e-27
2759,-2.541772020729911e-27
2760,-2.541919707874597e-27
