T,Theta,S_info_over_kB,dTheta_dT
19.338677354709414,4.246306191018222,-1.5160576250841025,-7.660697457645159
19.438877755511022,3.478701235342318,-1.720616052848064,-7.671473051643924
19.539078156312627,2.708936841991338,-1.9758602195504509,-7.692999060960399
19.639278557114228,1.9370180567931488,-2.316381862484874,-7.71447490009119
19.739478957915832,1.1629498880652565,-2.831660854314373,-7.7359009410534885
19.83967935871744,0.3867373070829848,-3.9376935498750614,-5.803119941445559
19.93987975951904,0.0,,-3.859638324688279
