z,T_eV,Theta_total_norm,Gamma_QCD,Gamma_weak,Gamma_thermal,Gamma_EM
1.0,0.000469644662779,0.00037033179440929887,0.0,1.1927264990987604e-140,3.607323507673058e-47,3.607323507673058e-47
1.0334896974791508,0.00047750879161858326,0.00037033179440929887,0.0,1.5301026933791015e-140,4.119845579272878e-47,4.119845579272878e-47
1.0681009547955467,0.0004856362877539413,0.00037033179440929887,0.0,1.970910757774999e-140,4.715405085947436e-47,4.715405085947436e-47
1.1038713326488419,0.0004940359712761352,0.00037033179440929887,0.0,2.5490512816166865e-140,5.408770251926052e-47,5.408770251926052e-47
1.1408396496351585,0.0005027169576584084,0.00037033179440929887,0.0,3.310190794426152e-140,6.217535062817657e-47,6.217535062817657e-47
1.1790460243736605,0.0005116886676484442,0.00037033179440929887,0.0,4.316055112200418e-140,7.16269324998912e-47,7.16269324998912e-47
1.2185319190439299,0.0005209608374919171,0.00037033179440929887,0.0,5.650360479097629e-140,8.26933485784338e-47,8.26933485784338e-47
1.2593401843814003,0.0005305435294984232,0.00037033179440929887,0.0,7.427032661546132e-140,9.567492716270701e-47,9.567492716270701e-47
1.3015151061796715,0.000540447142961263,0.00037033179440929887,0.0,9.80163170037017e-140,1.1093172458982787e-46,1.1093172458982787e-46
1.3451024533501736,0.000550682425442924,0.00037033179440929887,0.0,1.298728133583997e-139,1.288960755563406e-46,1.288960755563406e-46
1.3901495275913345,0.0005612604844385091,0.00037033179440929887,0.0,1.7276947028557702e-139,1.5008790532111924e-46,1.5008790532111924e-46
1.436705214721153,0.0005721927994297733,0.00037033179440929887,0.0,2.3074687284168446e-139,1.751334360290692e-46,1.751334360290692e-46
1.4848200377288827,0.0005834912343428416,0.00037033179440929887,0.0,3.093962473316694e-139,2.0478806913078812e-46,2.0478806913078812e-46
1.5345462116034045,0.0005951680504231365,0.00037033179440929887,0.0,4.16479992623866e-139,2.399644121356433e-46,2.399644121356433e-46
1.5859376999977794,0.00060723591954148,0.00037033179440929887,0.0,5.6280999171354425e-139,2.817666498673532e-46,2.817666498673532e-46
1.6390502737914854,0.0006197079379458149,0.00037033179440929887,0.0,7.63494454651712e-139,3.3153274947641673e-46,3.3153274947641673e-46
1.6939415716138817,0.0006325976404734653,0.00037033179440929887,0.0,1.0397130991710575e-138,3.908863491394313e-46,3.908863491394313e-46
1.7506711623945879,0.0006459190152393632,0.00037033179440929887,0.0,1.421251870264458e-138,4.6180063080498625e-46,4.6180063080498625e-46
1.809300610008656,0.0006596865188161771,0.00037033179440929887,0.0,1.9501325696041598e-138,5.466770403999877e-46,5.466770403999877e-46
1.869893540086689,0.0006739150919228218,0.00037033179440929887,0.0,2.6858251341022286e-138,6.4844242340953095e-46,6.4844242340953095e-46
1.9325157090624108,0.000688620175638368,0.00037033179440929887,0.0,3.7127537202044745e-138,7.706690260345588e-46,7.706690260345588e-46
1.9972350755326178,0.0007038177281589534,0.00037033179440929887,0.0,5.151136143863018e-138,9.177229180883696e-46,9.177229180883696e-46
2.064121874006954,0.0007195242421158767,0.00037033179440929887,0.0,7.172680080953176e-138,1.0949477813574328e-45,1.0949477813574328e-45
2.1332486911275446,0.0007357567624736694,0.00037033179440929887,0.0,1.0023374037891814e-137,1.3088927495626499e-45,1.3088927495626499e-45
2.204690544441201,0.0007525329050275688,0.00037033179440929887,0.0,1.4056668976678055e-137,1.567595175956803e-45,1.567595175956803e-45
2.278524963809681,0.0007698708755204653,0.00037033179440929887,0.0,1.9781916139846585e-137,1.8809319592518527e-45,1.8809319592518527e-45
2.3548320755463603,0.0007877894894000715,0.00037033179440929887,0.0,2.793526098091112e-137,2.2610565265359866e-45,2.2610565265359866e-45
2.433694689370609,0.0008063081922377514,0.00037033179440929887,0.0,3.958367251914626e-137,2.72294294141558e-45,2.72294294141558e-45
2.515198388274247,0.0008254470808311715,0.00037033179440929887,0.0,5.627798508015082e-137,3.285064115655301e-45,3.285064115655301e-45
2.599431621397599,0.0008452269250136724,0.00037033179440929887,0.0,8.027861073149206e-137,3.9702380562668096e-45,3.9702380562668096e-45
2.6864858000159435,0.0008656691901940299,0.00037033179440929887,0.0,1.1488925518546724e-136,4.80668486238715e-45,4.80668486238715e-45
2.776455396740512,0.0008867960606510662,0.00037033179440929887,0.0,1.649515224062534e-136,5.829348286796911e-45,5.829348286796911e-45
2.8694380480417077,0.0009086304636083899,0.00037033179440929887,0.0,2.3757973817588124e-136,7.081549717948839e-45,7.081549717948839e-45
2.9655346602057895,0.0009311960941153921,0.00037033179440929887,0.0,3.4325524736189148e-136,8.617060211911043e-45,8.617060211911043e-45
3.0648495188400178,0.0009545174407615003,0.00037033179440929887,0.0,4.974598358570076e-136,1.0502698718109648e-44,1.0502698718109648e-44
3.1674904020450905,0.0009786198122515928,0.00037033179440929887,0.0,7.231194743587227e-136,1.2821593182949157e-44,1.2821593182949157e-44
3.2735686973776947,0.0010035293648714189,0.00037033179440929887,0.0,1.0542686135171018e-135,1.5677277419049907e-44,1.5677277419049907e-44
3.3831995227300915,0.0010292731308728237,0.00037033179440929887,0.0,1.5415568141403344e-135,1.919884258386885e-44,1.919884258386885e-44
3.49650185125793,0.0010558790478095899,0.00037033179440929887,0.0,2.2605420055036767e-135,2.3547420485652003e-44,2.3547420485652003e-44
3.613598640491849,0.0010833759888557238,0.00037033179440929887,0.0,3.3242072292996876e-135,2.8924350130801933e-44,2.8924350130801933e-44
3.7346169657729917,0.0011117937941390944,0.00037033179440929887,0.0,4.901891375371449e-135,3.558147329327604e-44,3.558147329327604e-44
