ell,DeltaCl_over_Cl_A_percent,DeltaCl_over_Cl_B_percent
3810,-8.018003167039766e-26,-2.40540095011193e-25
3811,-8.016866285493737e-26,-2.405059885648121e-25
3812,-8.015728461335331e-26,-2.4047185384005994e-25
3813,-8.014589695590641e-26,-2.404376908677192e-25
3814,-8.013449989285311e-26,-2.404034996785593e-25
3815,-8.012309343444517e-26,-2.4036928030333554e-25
3816,-8.011167759092983e-26,-2.403350327727895e-25
3817,-8.010025237254965e-26,-2.4030075711764897e-25
3818,-8.008881778954272e-26,-2.402664533686282e-25
3819,-8.007737385214237e-26,-2.4023212155642712e-25
3820,-8.006592057057748e-26,-2.401977617117324e-25
3821,-8.005445795507223e-26,-2.401633738652167e-25
3822,-8.004298601584626e-26,-2.401289580475388e-25
3823,-8.003150476311454e-26,-2.400945142893436e-25
3824,-8.002001420708746e-26,-2.4006004262126243e-25
3825,-8.000851435797085e-26,-2.400255430739126e-25
3826,-7.999700522596584e-26,-2.399910156778975e-25
3827,-7.998548682126902e-26,-2.3995646046380706e-25
3828,-7.997395915407236e-26,-2.3992187746221705e-25
3829,-7.996242223456317e-26,-2.3988726670368953e-25
3830,-7.99508760729242e-26,-2.3985262821877263e-25
3831,-7.993932067933353e-26,-2.3981796203800064e-25
3832,-7.992775606396462e-26,-2.3978326819189384e-25
3833,-7.991618223698637e-26,-2.397485467109591e-25
3834,-7.990459920856302e-26,-2.3971379762568906e-25
3835,-7.989300698885417e-26,-2.396790209665625e-25
3836,-7.98814055880148e-26,-2.396442167640444e-25
3837,-7.98697950161953e-26,-2.396093850485859e-25
3838,-7.985817528354136e-26,-2.3957452585062404e-25
3839,-7.984654640019409e-26,-2.3953963920058227e-25
3840,-7.983490837628998e-26,-2.3950472512886997e-25
3841,-7.982326122196085e-26,-2.3946978366588257e-25
3842,-7.98116049473339e-26,-2.3943481484200165e-25
3843,-7.97999395625317e-26,-2.393998186875951e-25
3844,-7.978826507767212e-26,-2.3936479523301637e-25
3845,-7.977658150286848e-26,-2.393297445086055e-25
3846,-7.976488884822947e-26,-2.392946665446884e-25
3847,-7.975318712385903e-26,-2.3925956137157706e-25
3848,-7.974147633985652e-26,-2.3922442901956957e-25
3849,-7.972975650631664e-26,-2.3918926951894993e-25
3850,-7.971802763332948e-26,-2.391540828999884e-25
3851,-7.970628973098042e-26,-2.391188691929413e-25
3852,-7.969454280935022e-26,-2.3908362842805066e-25
3853,-7.968278687851503e-26,-2.390483606355451e-25
3854,-7.967102194854626e-26,-2.3901306584563877e-25
3855,-7.965924802951072e-26,-2.389777440885322e-25
3856,-7.964746513147055e-26,-2.389423953944117e-25
3857,-7.963567326448328e-26,-2.3890701979344985e-25
3858,-7.962387243860167e-26,-2.3887161731580503e-25
3859,-7.961206266387393e-26,-2.388361879916218e-25
3860,-7.960024395034357e-26,-2.388007318510307e-25
3861,-7.958841630804938e-26,-2.3876524892414815e-25
3862,-7.957657974702559e-26,-2.387297392410768e-25
3863,-7.956473427730169e-26,-2.386942028319051e-25
3864,-7.955287990890253e-26,-2.386586397267076e-25
3865,-7.954101665184826e-26,-2.386230499555448e-25
3866,-7.95291445161544e-26,-2.3858743354846323e-25
3867,-7.951726351183179e-26,-2.385517905354954e-25
3868,-7.950537364888655e-26,-2.3851612094665964e-25
3869,-7.949347493732021e-26,-2.384804248119606e-25
3870,-7.948156738712957e-26,-2.384447021613887e-25
3871,-7.946965100830671e-26,-2.3840895302492014e-25
3872,-7.945772581083915e-26,-2.3837317743251746e-25
3873,-7.944579180470962e-26,-2.3833737541412884e-25
3874,-7.943384899989621e-26,-2.3830154699968864e-25
3875,-7.942189740637234e-26,-2.3826569221911706e-25
3876,-7.940993703410672e-26,-2.382298111023202e-25
3877,-7.939796789306342e-26,-2.3819390367919025e-25
3878,-7.938598999320177e-26,-2.3815796997960532e-25
3879,-7.937400334447645e-26,-2.3812201003342935e-25
3880,-7.93620079568374e-26,-2.3808602387051217e-25
3881,-7.935000384022993e-26,-2.380500115206898e-25
3882,-7.933799100459462e-26,-2.3801397301378387e-25
3883,-7.932596945986738e-26,-2.3797790837960214e-25
3884,-7.931393921597943e-26,-2.379418176479383e-25
3885,-7.930190028285722e-26,-2.3790570084857167e-25
3886,-7.928985267042265e-26,-2.3786955801126794e-25
3887,-7.927779638859276e-26,-2.378333891657783e-25
3888,-7.926573144728001e-26,-2.3779719434184002e-25
3889,-7.92536578563921e-26,-2.377609735691763e-25
3890,-7.924157562583202e-26,-2.3772472687749607e-25
3891,-7.922948476549812e-26,-2.3768845429649436e-25
3892,-7.921738528528397e-26,-2.376521558558519e-25
3893,-7.920527719507849e-26,-2.3761583158523547e-25
3894,-7.919316050476588e-26,-2.3757948151429764e-25
3895,-7.91810352242256e-26,-2.3754310567267684e-25
3896,-7.916890136333244e-26,-2.3750670408999735e-25
3897,-7.915675893195647e-26,-2.374702767958694e-25
3898,-7.914460793996303e-26,-2.3743382381988907e-25
3899,-7.913244839721276e-26,-2.373973451916383e-25
3900,-7.912028031356162e-26,-2.3736084094068487e-25
3901,-7.910810369886078e-26,-2.3732431109658236e-25
3902,-7.909591856295676e-26,-2.3728775568887027e-25
3903,-7.908372491569133e-26,-2.3725117474707397e-25
3904,-7.907152276690153e-26,-2.372145683007046e-25
3905,-7.905931212641971e-26,-2.3717793637925915e-25
3906,-7.904709300407354e-26,-2.371412790122206e-25
3907,-7.903486540968585e-26,-2.371045962290575e-25
3908,-7.902262935307482e-26,-2.3706788805922446e-25
3909,-7.901038484405392e-26,-2.3703115453216176e-25
3910,-7.899813189243186e-26,-2.3699439567729557e-25
3911,-7.898587050801264e-26,-2.369576115240379e-25
3912,-7.897360070059553e-26,-2.369208021017866e-25
3913,-7.896132247997509e-26,-2.3688396743992524e-25
3914,-7.894903585594109e-26,-2.3684710756782326e-25
3915,-7.893674083827863e-26,-2.368102225148359e-25
3916,-7.892443743676806e-26,-2.367733123103042e-25
3917,-7.891212566118498e-26,-2.367363769835549e-25
3918,-7.889980552130026e-26,-2.366994165639008e-25
3919,-7.888747702688008e-26,-2.3666243108064024e-25
3920,-7.88751401876858e-26,-2.3662542056305744e-25
3921,-7.886279501347415e-26,-2.3658838504042244e-25
3922,-7.8850441513997e-26,-2.36551324541991e-25
3923,-7.883807969900155e-26,-2.365142390970047e-25
3924,-7.882570957823029e-26,-2.3647712873469087e-25
3925,-7.881333116142088e-26,-2.364399934842627e-25
3926,-7.880094445830633e-26,-2.36402833374919e-25
3927,-7.878854947861481e-26,-2.3636564843584444e-25
3928,-7.877614623206986e-26,-2.3632843869620956e-25
3929,-7.876373472839014e-26,-2.362912041851704e-25
3930,-7.875131497728969e-26,-2.362539449318691e-25
3931,-7.873888698847771e-26,-2.3621666096543313e-25
3932,-7.87264507716587e-26,-2.361793523149761e-25
3933,-7.871400633653242e-26,-2.3614201900959726e-25
3934,-7.870155369279382e-26,-2.3610466107838143e-25
3935,-7.868909285013312e-26,-2.3606727855039934e-25
3936,-7.867662381823587e-26,-2.3602987145470764e-25
3937,-7.866414660678274e-26,-2.359924398203482e-25
3938,-7.865166122544971e-26,-2.359549836763492e-25
3939,-7.863916768390801e-26,-2.3591750305172407e-25
3940,-7.862666599182411e-26,-2.358799979754723e-25
3941,-7.861415615885965e-26,-2.3584246847657897e-25
3942,-7.860163819467166e-26,-2.3580491458401495e-25
3943,-7.858911210891224e-26,-2.3576733632673675e-25
3944,-7.857657791122889e-26,-2.3572973373368665e-25
3945,-7.856403561126423e-26,-2.356921068337927e-25
3946,-7.855148521865615e-26,-2.3565445565596846e-25
3947,-7.85389267430378e-26,-2.356167802291134e-25
3948,-7.852636019403755e-26,-2.3557908058211264e-25
3949,-7.8513785581279e-26,-2.35541356743837e-25
3950,-7.8501202914381e-26,-2.35503608743143e-25
3951,-7.848861220295761e-26,-2.3546583660887286e-25
3952,-7.847601345661815e-26,-2.3542804036985446e-25
3953,-7.846340668496712e-26,-2.3539022005490136e-25
3954,-7.845079189760433e-26,-2.35352375692813e-25
3955,-7.843816910412477e-26,-2.353145073123743e-25
3956,-7.842553831411862e-26,-2.352766149423559e-25
3957,-7.84128995371714e-26,-2.3523869861151423e-25
3958,-7.840025278286375e-26,-2.352007583485912e-25
3959,-7.838759806077154e-26,-2.3516279418231466e-25
3960,-7.837493538046595e-26,-2.3512480614139786e-25
3961,-7.836226475151331e-26,-2.3508679425453995e-25
3962,-7.834958618347523e-26,-2.350487585504257e-25
3963,-7.833689968590845e-26,-2.3501069905772534e-25
3964,-7.832420526836504e-26,-2.3497261580509515e-25
3965,-7.831150294039222e-26,-2.3493450882117667e-25
3966,-7.829879271153246e-26,-2.348963781345974e-25
3967,-7.828607459132344e-26,-2.3485822377397034e-25
3968,-7.827334858929807e-26,-2.348200457678942e-25
3969,-7.826061471498443e-26,-2.3478184414495327e-25
3970,-7.824787297790589e-26,-2.3474361893371765e-25
3971,-7.823512338758096e-26,-2.347053701627429e-25
3972,-7.822236595352346e-26,-2.3466709786057035e-25
3973,-7.820960068524234e-26,-2.34628802055727e-25
3974,-7.819682759224179e-26,-2.345904827767254e-25
3975,-7.818404668402122e-26,-2.3455214005206366e-25
3976,-7.817125797007525e-26,-2.3451377391022573e-25
3977,-7.81584614598937e-26,-2.3447538437968108e-25
3978,-7.814565716296159e-26,-2.344369714888848e-25
3979,-7.813284508875923e-26,-2.343985352662777e-25
3980,-7.812002524676204e-26,-2.343600757402861e-25
3981,-7.810719764644066e-26,-2.34321592939322e-25
3982,-7.809436229726103e-26,-2.3428308689178305e-25
3983,-7.808151920868418e-26,-2.3424455762605255e-25
3984,-7.80686683901664e-26,-2.342060051704992e-25
3985,-7.80558098511592e-26,-2.341674295534776e-25
3986,-7.804294360110928e-26,-2.341288308033278e-25
3987,-7.80300696494585e-26,-2.340902089483755e-25
3988,-7.801718800564402e-26,-2.340515640169321e-25
3989,-7.80042986790981e-26,-2.340128960372943e-25
3990,-7.799140167924826e-26,-2.339742050377448e-25
3991,-7.797849701551724e-26,-2.339354910465517e-25
3992,-7.796558469732293e-26,-2.3389675409196876e-25
3993,-7.795266473407842e-26,-2.3385799420223526e-25
3994,-7.793973713519204e-26,-2.3381921140557612e-25
3995,-7.792680191006726e-26,-2.3378040573020184e-25
3996,-7.791385906810285e-26,-2.3374157720430856e-25
3997,-7.790090861869265e-26,-2.3370272585607794e-25
3998,-7.788795057122579e-26,-2.336638517136774e-25
3999,-7.787498493508656e-26,-2.336249548052597e-25
4000,-7.786201171965444e-26,-2.3358603515896333e-25
4001,-7.78490309343041e-26,-2.335470928029123e-25
4002,-7.783604258840544e-26,-2.335081277652163e-25
4003,-7.782304669132351e-26,-2.3346914007397056e-25
4004,-7.781004325241859e-26,-2.334301297572558e-25
4005,-7.779703228104612e-26,-2.3339109684313837e-25
4006,-7.778401378655674e-26,-2.3335204135967023e-25
4007,-7.777098777829631e-26,-2.333129633348889e-25
4008,-7.775795426560583e-26,-2.3327386279681746e-25
4009,-7.774491325782149e-26,-2.332347397734645e-25
4010,-7.773186476427475e-26,-2.3319559429282425e-25
4011,-7.771880879429219e-26,-2.3315642638287657e-25
4012,-7.770574535719555e-26,-2.3311723607158663e-25
4013,-7.769267446230183e-26,-2.330780233869055e-25
4014,-7.767959611892315e-26,-2.330387883567695e-25
4015,-7.766651033636689e-26,-2.3299953100910067e-25
4016,-7.765341712393555e-26,-2.3296025137180666e-25
4017,-7.764031649092685e-26,-2.329209494727806e-25
4018,-7.762720844663365e-26,-2.32881625339901e-25
4019,-7.761409300034406e-26,-2.3284227900103216e-25
4020,-7.760097016134133e-26,-2.3280291048402395e-25
4021,-7.758783993890388e-26,-2.327635198167116e-25
4022,-7.757470234230535e-26,-2.3272410702691604e-25
4023,-7.756155738081456e-26,-2.3268467214244366e-25
4024,-7.754840506369545e-26,-2.3264521519108637e-25
4025,-7.75352454002072e-26,-2.3260573620062164e-25
4026,-7.752207839960419e-26,-2.3256623519881256e-25
4027,-7.750890407113591e-26,-2.3252671221340776e-25
4028,-7.749572242404709e-26,-2.324871672721413e-25
4029,-7.748253346757755e-26,-2.324476004027326e-25
4030,-7.746933721096242e-26,-2.3240801163288725e-25
4031,-7.745613366343191e-26,-2.3236840099029575e-25
4032,-7.744292283421139e-26,-2.323287685026342e-25
4033,-7.742970473252152e-26,-2.3228911419756455e-25
4034,-7.741647936757801e-26,-2.3224943810273403e-25
4035,-7.740324674859183e-26,-2.322097402457755e-25
4036,-7.739000688476908e-26,-2.3217002065430726e-25
4037,-7.737675978531103e-26,-2.321302793559331e-25
4038,-7.736350545941417e-26,-2.3209051637824253e-25
4039,-7.735024391627014e-26,-2.320507317488104e-25
4040,-7.733697516506572e-26,-2.320109254951972e-25
4041,-7.73236992149829e-26,-2.319710976449487e-25
4042,-7.731041607519886e-26,-2.319312482255966e-25
4043,-7.729712575488587e-26,-2.3189137726465764e-25
4044,-7.728382826321145e-26,-2.318514847896344e-25
4045,-7.72705236093383e-26,-2.318115708280149e-25
4046,-7.72572118024242e-26,-2.3177163540727262e-25
4047,-7.724389285162221e-26,-2.3173167855486663e-25
4048,-7.723056676608045e-26,-2.316917002982414e-25
4049,-7.721723355494228e-26,-2.316517006648269e-25
4050,-7.720389322734622e-26,-2.316116796820387e-25
4051,-7.719054579242596e-26,-2.3157163737727787e-25
4052,-7.717719125931034e-26,-2.3153157377793104e-25
4053,-7.716382963712335e-26,-2.3149148891137007e-25
4054,-7.715046093498423e-26,-2.314513828049527e-25
4055,-7.713708516200726e-26,-2.314112554860218e-25
4056,-7.712370232730198e-26,-2.3137110698190594e-25
4057,-7.711031243997308e-26,-2.3133093731991924e-25
4058,-7.709691550912041e-26,-2.3129074652736124e-25
4059,-7.708351154383896e-26,-2.3125053463151684e-25
4060,-7.707010055321892e-26,-2.3121030165965676e-25
4061,-7.705668254634561e-26,-2.3117004763903685e-25
4062,-7.704325753229954e-26,-2.311297725968986e-25
4063,-7.702982552015639e-26,-2.310894765604692e-25
4064,-7.701638651898698e-26,-2.3104915955696097e-25
4065,-7.700294053785732e-26,-2.31008821613572e-25
4066,-7.698948758582852e-26,-2.3096846275748556e-25
4067,-7.697602767195694e-26,-2.3092808301587084e-25
4068,-7.696256080529403e-26,-2.308876824158821e-25
4069,-7.694908699488644e-26,-2.308472609846593e-25
4070,-7.693560624977597e-26,-2.3080681874932797e-25
4071,-7.692211857899958e-26,-2.3076635573699874e-25
4072,-7.69086239915894e-26,-2.3072587197476825e-25
4073,-7.689512249657271e-26,-2.306853674897182e-25
4074,-7.688161410297194e-26,-2.3064484230891586e-25
4075,-7.686809881980471e-26,-2.3060429645941414e-25
4076,-7.685457665608376e-26,-2.305637299682513e-25
4077,-7.684104762081704e-26,-2.305231428624511e-25
4078,-7.682751172300758e-26,-2.3048253516902274e-25
4079,-7.681396897165367e-26,-2.3044190691496103e-25
4080,-7.680041937574866e-26,-2.30401258127246e-25
4081,-7.678686294428113e-26,-2.3036058883284337e-25
4082,-7.677329968623478e-26,-2.303198990587043e-25
4083,-7.675972961058849e-26,-2.3027918883176546e-25
4084,-7.674615272631625e-26,-2.3023845817894876e-25
4085,-7.67325690423873e-26,-2.301977071271619e-25
4086,-7.67189785677659e-26,-2.3015693570329766e-25
4087,-7.670538131141162e-26,-2.3011614393423487e-25
4088,-7.669177728227905e-26,-2.3007533184683717e-25
4089,-7.667816648931804e-26,-2.300344994679541e-25
4090,-7.666454894147354e-26,-2.299936468244206e-25
4091,-7.665092464768563e-26,-2.299527739430569e-25
4092,-7.663729361688963e-26,-2.299118808506689e-25
4093,-7.662365585801593e-26,-2.2987096757404775e-25
4094,-7.661001137999013e-26,-2.298300341399704e-25
4095,-7.659636019173297e-26,-2.2978908057519894e-25
4096,-7.658270230216035e-26,-2.2974810690648107e-25
4097,-7.656903772018326e-26,-2.297071131605498e-25
4098,-7.655536645470794e-26,-2.296660993641239e-25
4099,-7.654168851463573e-26,-2.2962506554390725e-25
4100,-7.652800390886314e-26,-2.2958401172658943e-25
4101,-7.651431264628182e-26,-2.2954293793884547e-25
4102,-7.650061473577859e-26,-2.2950184420733577e-25
4103,-7.648691018623539e-26,-2.2946073055870617e-25
4104,-7.647319900652935e-26,-2.2941959701958804e-25
4105,-7.645948120553273e-26,-2.293784436165982e-25
4106,-7.644575679211298e-26,-2.2933727037633896e-25
4107,-7.643202577513262e-26,-2.2929607732539784e-25
4108,-7.641828816344941e-26,-2.292548644903483e-25
4109,-7.640454396591627e-26,-2.292136318977488e-25
4110,-7.639079319138109e-26,-2.2917237957414327e-25
4111,-7.637703584868718e-26,-2.2913110754606153e-25
4112,-7.636327194667282e-26,-2.290898158400185e-25
4113,-7.634950149417151e-26,-2.2904850448251455e-25
4114,-7.633572450001185e-26,-2.2900717350003554e-25
4115,-7.632194097301765e-26,-2.289658229190529e-25
4116,-7.630815092200781e-26,-2.2892445276602343e-25
4117,-7.629435435579646e-26,-2.2888306306738937e-25
4118,-7.628055128319282e-26,-2.2884165384957844e-25
4119,-7.626674171300126e-26,-2.288002251390038e-25
4120,-7.625292565402133e-26,-2.2875877696206405e-25
4121,-7.623910311504772e-26,-2.2871730934514313e-25
4122,-7.622527410487024e-26,-2.286758223146107e-25
4123,-7.62114386322739e-26,-2.286343158968217e-25
4124,-7.619759670603883e-26,-2.2859279011811647e-25
4125,-7.618374833494031e-26,-2.2855124500482093e-25
4126,-7.61698935277488e-26,-2.285096805832464e-25
4127,-7.615603229322985e-26,-2.284680968796896e-25
4128,-7.614216464014421e-26,-2.284264939204326e-25
4129,-7.612829057724776e-26,-2.2838487173174327e-25
4130,-7.611441011329156e-26,-2.2834323033987465e-25
4131,-7.610052325702175e-26,-2.283015697710653e-25
4132,-7.608663001717969e-26,-2.2825989005153907e-25
4133,-7.607273040250186e-26,-2.282181912075056e-25
4134,-7.605882442171988e-26,-2.2817647326515966e-25
4135,-7.604491208356051e-26,-2.2813473625068154e-25
4136,-7.603099339674572e-26,-2.2809298019023715e-25
4137,-7.601706836999257e-26,-2.280512051099777e-25
4138,-7.600313701201329e-26,-2.2800941103603988e-25
4139,-7.598919933151524e-26,-2.279675979945457e-25
4140,-7.597525533720096e-26,-2.279257660116029e-25
4141,-7.596130503776811e-26,-2.278839151133044e-25
4142,-7.594734844190952e-26,-2.278420453257286e-25
4143,-7.593338555831318e-26,-2.2780015667493954e-25
4144,-7.591941639566217e-26,-2.2775824918698654e-25
4145,-7.590544096263478e-26,-2.2771632288790435e-25
4146,-7.589145926790443e-26,-2.276743778037133e-25
4147,-7.587747132013965e-26,-2.27632413960419e-25
4148,-7.58634771280042e-26,-2.275904313840126e-25
4149,-7.584947670015694e-26,-2.2754843010047084e-25
4150,-7.583547004525186e-26,-2.275064101357556e-25
4151,-7.582145717193813e-26,-2.274643715158144e-25
4152,-7.580743808886007e-26,-2.2742231426658025e-25
4153,-7.579341280465709e-26,-2.273802384139713e-25
4154,-7.577938132796388e-26,-2.2733814398389163e-25
4155,-7.576534366741012e-26,-2.272960310022304e-25
4156,-7.575129983162075e-26,-2.272538994948623e-25
4157,-7.573724982921583e-26,-2.272117494876475e-25
4158,-7.572319366881054e-26,-2.2716958100643163e-25
4159,-7.570913135901522e-26,-2.271273940770457e-25
4160,-7.569506290843542e-26,-2.270851887253063e-25
4161,-7.568098832567175e-26,-2.270429649770153e-25
4162,-7.566690761932005e-26,-2.2700072285796014e-25
4163,-7.56528207979712e-26,-2.2695846239391364e-25
4164,-7.563872787021136e-26,-2.269161836106341e-25
4165,-7.562462884462175e-26,-2.268738865338652e-25
4166,-7.561052372977875e-26,-2.268315711893363e-25
4167,-7.559641253425395e-26,-2.2678923760276186e-25
4168,-7.5582295266614e-26,-2.26746885799842e-25
4169,-7.556817193542077e-26,-2.267045158062623e-25
4170,-7.555404254923124e-26,-2.266621276476938e-25
4171,-7.553990711659758e-26,-2.2661972134979277e-25
4172,-7.552576564606706e-26,-2.265772969382012e-25
4173,-7.551161814618213e-26,-2.265348544385464e-25
4174,-7.549746462548039e-26,-2.2649239387644114e-25
4175,-7.548330509249457e-26,-2.264499152774837e-25
4176,-7.546913955575258e-26,-2.2640741866725773e-25
4177,-7.545496802377743e-26,-2.263649040713323e-25
4178,-7.544079050508736e-26,-2.263223715152621e-25
4179,-7.542660700819571e-26,-2.2627982102458713e-25
4180,-7.541241754161096e-26,-2.262372526248329e-25
4181,-7.539822211383676e-26,-2.261946663415103e-25
4182,-7.538402073337191e-26,-2.261520622001157e-25
4183,-7.536981340871037e-26,-2.261094402261311e-25
4184,-7.535560014834121e-26,-2.260668004450236e-25
4185,-7.534138096074872e-26,-2.2602414288224616e-25
4186,-7.532715585441226e-26,-2.259814675632368e-25
4187,-7.531292483780644e-26,-2.2593877451341936e-25
4188,-7.529868791940093e-26,-2.2589606375820283e-25
4189,-7.52844451076606e-26,-2.2585333532298183e-25
4190,-7.527019641104547e-26,-2.258105892331364e-25
4191,-7.525594183801068e-26,-2.2576782551403205e-25
4192,-7.524168139700656e-26,-2.257250441910197e-25
4193,-7.522741509647858e-26,-2.2568224528943576e-25
4194,-7.521314294486736e-26,-2.256394288346021e-25
4195,-7.519886495060867e-26,-2.2559659485182598e-25
4196,-7.518458112213344e-26,-2.2555374336640032e-25
4197,-7.517029146786774e-26,-2.2551087440360326e-25
4198,-7.515599599623283e-26,-2.2546798798869854e-25
4199,-7.51416947156451e-26,-2.2542508414693533e-25
4200,-7.512738763451606e-26,-2.253821629035482e-25
4201,-7.511307476125241e-26,-2.2533922428375723e-25
4202,-7.509875610425602e-26,-2.2529626831276807e-25
4203,-7.50844316719239e-26,-2.252532950157717e-25
4204,-7.507010147264819e-26,-2.252103044179446e-25
4205,-7.505576551481622e-26,-2.2516729654444868e-25
4206,-7.504142380681043e-26,-2.2512427142043134e-25
4207,-7.502707635700848e-26,-2.2508122907102545e-25
4208,-7.501272317378314e-26,-2.250381695213494e-25
4209,-7.499836426550233e-26,-2.24995092796507e-25
4210,-7.498399964052917e-26,-2.2495199892158753e-25
4211,-7.49696293072219e-26,-2.249088879216657e-25
4212,-7.49552532739339e-26,-2.2486575982180167e-25
4213,-7.494087154901375e-26,-2.2482261464704127e-25
4214,-7.492648414080516e-26,-2.247794524224155e-25
4215,-7.491209105764703e-26,-2.247362731729411e-25
4216,-7.489769230787338e-26,-2.246930769236201e-25
4217,-7.48832878998134e-26,-2.2464986369944023e-25
4218,-7.486887784179144e-26,-2.2460663352537433e-25
4219,-7.485446214212699e-26,-2.24563386426381e-25
4220,-7.484004080913475e-26,-2.2452012242740426e-25
4221,-7.482561385112452e-26,-2.244768415533736e-25
4222,-7.481118127640128e-26,-2.2443354382920386e-25
4223,-7.479674309326521e-26,-2.243902292797956e-25
4224,-7.478229931001156e-26,-2.243468979300347e-25
4225,-7.476784993493083e-26,-2.243035498047925e-25
4226,-7.475339497630864e-26,-2.242601849289259e-25
4227,-7.473893444242575e-26,-2.2421680332727725e-25
4228,-7.472446834155813e-26,-2.241734050246744e-25
4229,-7.470999668197685e-26,-2.241299900459306e-25
4230,-7.469551947194824e-26,-2.240865584158447e-25
4231,-7.468103671973364e-26,-2.240431101592009e-25
4232,-7.466654843358971e-26,-2.2399964530076918e-25
4233,-7.46520546217682e-26,-2.2395616386530457e-25
4234,-7.463755529251596e-26,-2.239126658775479e-25
4235,-7.462305045407513e-26,-2.238691513622254e-25
4236,-7.460854011468293e-26,-2.238256203440488e-25
4237,-7.459402428257176e-26,-2.237820728477153e-25
4238,-7.457950296596918e-26,-2.2373850889790757e-25
4239,-7.456497617309797e-26,-2.236949285192939e-25
4240,-7.455044391217597e-26,-2.236513317365279e-25
4241,-7.453590619141627e-26,-2.236077185742488e-25
4242,-7.452136301902708e-26,-2.2356408905708127e-25
4243,-7.45068144032118e-26,-2.235204432096354e-25
4244,-7.449226035216899e-26,-2.2347678105650696e-25
4245,-7.447770087409239e-26,-2.2343310262227714e-25
4246,-7.446313597717086e-26,-2.2338940793151255e-25
4247,-7.444856566958846e-26,-2.233456970087654e-25
4248,-7.443398995952444e-26,-2.233019698785733e-25
4249,-7.441940885515315e-26,-2.232582265654595e-25
4250,-7.440482236464421e-26,-2.2321446709393263e-25
4251,-7.439023049616231e-26,-2.231706914884869e-25
4252,-7.437563325786734e-26,-2.2312689977360205e-25
4253,-7.43610306579144e-26,-2.230830919737432e-25
4254,-7.43464227044537e-26,-2.230392681133611e-25
4255,-7.433180940563066e-26,-2.22995428216892e-25
4256,-7.431719076958582e-26,-2.2295157230875746e-25
4257,-7.430256680445497e-26,-2.229077004133649e-25
4258,-7.428793751836902e-26,-2.228638125551071e-25
4259,-7.427330291945405e-26,-2.228199087583622e-25
4260,-7.425866301583132e-26,-2.22775989047494e-25
4261,-7.424401781561729e-26,-2.2273205344685185e-25
4262,-7.42293673269235e-26,-2.226881019807705e-25
4263,-7.421471155785678e-26,-2.2264413467357035e-25
4264,-7.42000505165191e-26,-2.2260015154955726e-25
4265,-7.418538421100753e-26,-2.225561526330226e-25
4266,-7.417071264941444e-26,-2.2251213794824328e-25
4267,-7.415603583982722e-26,-2.2246810751948166e-25
4268,-7.414135379032856e-26,-2.224240613709857e-25
4269,-7.412666650899633e-26,-2.2237999952698898e-25
4270,-7.411197400390347e-26,-2.223359220117104e-25
4271,-7.409727628311817e-26,-2.2229182884935454e-25
4272,-7.408257335470382e-26,-2.222477200641115e-25
4273,-7.406786522671891e-26,-2.222035956801568e-25
4274,-7.405315190721718e-26,-2.2215945572165155e-25
4275,-7.40384334042475e-26,-2.221153002127425e-25
4276,-7.402370972585394e-26,-2.2207112917756183e-25
4277,-7.400898088007575e-26,-2.2202694264022726e-25
4278,-7.399424687494735e-26,-2.2198274062484205e-25
4279,-7.397950771849835e-26,-2.219385231554951e-25
4280,-7.396476341875352e-26,-2.2189429025626057e-25
4281,-7.395001398373285e-26,-2.2185004195119857e-25
4282,-7.393525942145148e-26,-2.2180577826435444e-25
4283,-7.392049973991975e-26,-2.217614992197592e-25
4284,-7.390573494714314e-26,-2.217172048414294e-25
4285,-7.389096505112238e-26,-2.2167289515336713e-25
4286,-7.38761900598533e-26,-2.216285701795599e-25
4287,-7.386140998132702e-26,-2.215842299439811e-25
4288,-7.384662482352975e-26,-2.215398744705893e-25
4289,-7.383183459444295e-26,-2.2149550378332887e-25
4290,-7.381703930204319e-26,-2.214511179061296e-25
4291,-7.380223895430232e-26,-2.21406716862907e-25
4292,-7.378743355918729e-26,-2.213623006775619e-25
4293,-7.37726231246603e-26,-2.213178693739809e-25
4294,-7.375780765867871e-26,-2.2127342297603614e-25
4295,-7.374298716919506e-26,-2.2122896150758516e-25
4296,-7.372816166415709e-26,-2.211844849924713e-25
4297,-7.37133311515077e-26,-2.2113999345452313e-25
4298,-7.369849563918505e-26,-2.210954869175552e-25
4299,-7.368365513512245e-26,-2.2105096540536736e-25
4300,-7.366880964724835e-26,-2.2100642894174505e-25
4301,-7.365395918348646e-26,-2.209618775504594e-25
4302,-7.363910375175565e-26,-2.2091731125526696e-25
4303,-7.362424335997003e-26,-2.208727300799101e-25
4304,-7.360937801603879e-26,-2.2082813404811635e-25
4305,-7.359450772786645e-26,-2.207835231835993e-25
4306,-7.357963250335264e-26,-2.207388975100579e-25
4307,-7.356475235039218e-26,-2.2069425705117657e-25
4308,-7.354986727687513e-26,-2.2064960183062543e-25
4309,-7.353497729068673e-26,-2.206049318720602e-25
4310,-7.352008239970736e-26,-2.205602471991221e-25
4311,-7.350518261181271e-26,-2.205155478354381e-25
4312,-7.349027793487358e-26,-2.204708338046207e-25
4313,-7.347536837675596e-26,-2.204261051302679e-25
4314,-7.346045394532109e-26,-2.2038136183596327e-25
4315,-7.344553464842538e-26,-2.2033660394527614e-25
4316,-7.343061049392042e-26,-2.202918314817613e-25
