ell,Delta_Cl_over_Cl_A,Delta_Cl_over_Cl_B
3965,-0.0008282616139620192,-0.0024847848418860573
3966,-0.0008281271842259788,-0.0024843815526779363
3967,-0.0008279926710270825,-0.0024839780130812474
3968,-0.0008278580744661551,-0.002483574223398465
3969,-0.0008277233946439709,-0.0024831701839319125
3970,-0.0008275886316612531,-0.002482765894983759
3971,-0.0008274537856186747,-0.002482361356856024
3972,-0.0008273188566168583,-0.002481956569850575
3973,-0.0008271838447563757,-0.002481551534269127
3974,-0.0008270487501377476,-0.0024811462504132427
3975,-0.0008269135728614448,-0.0024807407185843343
3976,-0.0008267783130278867,-0.00248033493908366
3977,-0.000826642970737443,-0.002479928912212329
3978,-0.0008265075460904315,-0.0024795226382712944
3979,-0.000826372039187121,-0.002479116117561363
3980,-0.0008262364501277281,-0.0024787093503831842
3981,-0.0008261007790124192,-0.0024783023370372574
3982,-0.0008259650259413105,-0.0024778950778239317
3983,-0.000825829191014467,-0.002477487573043401
3984,-0.0008256932743319029,-0.0024770798229957086
3985,-0.000825557275993582,-0.0024766718279807458
3986,-0.0008254211960994175,-0.002476263588298253
3987,-0.0008252850347492714,-0.0024758551042478143
3988,-0.0008251487920429556,-0.0024754463761288664
3989,-0.0008250124680802303,-0.0024750374042406906
3990,-0.0008248760629608058,-0.0024746281888824175
3991,-0.0008247395767843416,-0.002474218730353025
3992,-0.0008246030096504462,-0.0024738090289513383
3993,-0.0008244663616586771,-0.0024733990849760312
3994,-0.0008243296329085414,-0.002472988898725624
3995,-0.0008241928234994951,-0.0024725784704984852
3996,-0.0008240559335309439,-0.0024721678005928316
3997,-0.0008239189631022421,-0.002471756889306726
3998,-0.0008237819123126939,-0.0024713457369380815
3999,-0.0008236447812615519,-0.0024709343437846554
4000,-0.0008235075700480182,-0.002470522710144055
4001,-0.0008233702787712444,-0.0024701108363137333
4002,-0.000823232907530331,-0.002469698722590993
4003,-0.0008230954564243274,-0.0024692863692729818
4004,-0.0008229579255522325,-0.0024688737766566976
4005,-0.0008228203150129945,-0.0024684609450389833
4006,-0.0008226826249055101,-0.00246804787471653
4007,-0.0008225448553286257,-0.002467634565985877
4008,-0.0008224070063811367,-0.00246722101914341
4009,-0.0008222690781617874,-0.0024668072344853622
4010,-0.0008221310707692716,-0.0024663932123078144
4011,-0.000821992984302232,-0.002465978952906696
4012,-0.0008218548188592601,-0.0024655644565777803
4013,-0.000821716574538897,-0.002465149723616691
4014,-0.0008215782514396326,-0.002464734754318898
4015,-0.0008214398496599062,-0.0024643195489797184
4016,-0.0008213013692981056,-0.002463904107894317
4017,-0.0008211628104525684,-0.0024634884313577054
4018,-0.0008210241732215804,-0.002463072519664741
4019,-0.000820885457703377,-0.002462656373110131
4020,-0.000820746663996143,-0.002462239991988429
4021,-0.0008206077921980114,-0.002461823376594034
4022,-0.0008204688424070649,-0.0024614065272211944
4023,-0.000820329814721335,-0.0024609894441640044
4024,-0.0008201907092388018,-0.0024605721277164054
4025,-0.0008200515260573954,-0.002460154578172186
4026,-0.0008199122652749943,-0.0024597367958249824
4027,-0.0008197729269894257,-0.0024593187809682773
4028,-0.0008196335112984667,-0.0024589005338954
4029,-0.0008194940182998424,-0.002458482054899527
4030,-0.0008193544480912279,-0.0024580633442736837
4031,-0.0008192148007702467,-0.00245764440231074
4032,-0.0008190750764344707,-0.002457225229303412
4033,-0.0008189352751814223,-0.002456805825544267
4034,-0.0008187953971085717,-0.002456386191325715
4035,-0.0008186554423133384,-0.002455966326940015
4036,-0.0008185154108930906,-0.002455546232679272
4037,-0.0008183753029451461,-0.002455125908835438
4038,-0.000818235118566771,-0.002454705355700313
4039,-0.000818094857855181,-0.002454284573565543
4040,-0.00081795452090754,-0.00245386356272262
4041,-0.0008178141078209614,-0.002453442323462884
4042,-0.0008176736186925074,-0.002453020856077522
4043,-0.0008175330536191888,-0.002452599160857566
4044,-0.0008173924126979658,-0.0024521772380938973
4045,-0.0008172516960257474,-0.002451755088077242
4046,-0.0008171109036993913,-0.0024513327110981735
4047,-0.0008169700358157045,-0.0024509101074471134
4048,-0.0008168290924714424,-0.002450487277414327
4049,-0.0008166880737633097,-0.0024500642212899287
4050,-0.0008165469797879596,-0.0024496409393638787
4051,-0.0008164058106419948,-0.002449217431925984
4052,-0.0008162645664219667,-0.0024487936992659
4053,-0.0008161232472243748,-0.002448369741673124
4054,-0.0008159818531456689,-0.0024479455594370067
4055,-0.0008158403842822463,-0.002447521152846739
4056,-0.000815698840730454,-0.002447096522191362
4057,-0.0008155572225865877,-0.002446671667759763
4058,-0.0008154155299468918,-0.002446246589840675
4059,-0.0008152737629075596,-0.002445821288722679
4060,-0.0008151319215647337,-0.002445395764694201
4061,-0.0008149900060145049,-0.0024449700180435145
4062,-0.0008148480163529129,-0.0024445440490587387
4063,-0.000814705952675947,-0.002444117858027841
4064,-0.0008145638150795445,-0.0024436914452386333
4065,-0.0008144216036595922,-0.0024432648109787764
4066,-0.0008142793185119247,-0.002442837955535774
4067,-0.000814136959732327,-0.0024424108791969807
4068,-0.0008139945274165313,-0.002441983582249594
4069,-0.0008138520216602198,-0.0024415560649806594
4070,-0.0008137094425590232,-0.00244112832767707
4071,-0.0008135667902085205,-0.0024407003706255616
4072,-0.0008134240647042403,-0.002440272194112721
4073,-0.0008132812661416596,-0.002439843798424979
4074,-0.0008131383946162041,-0.0024394151838486124
4075,-0.0008129954502232486,-0.0024389863506697456
4076,-0.0008128524330581166,-0.0024385572991743494
4077,-0.0008127093432160801,-0.0024381280296482404
4078,-0.0008125661807923604,-0.002437698542377081
4079,-0.0008124229458821274,-0.002437268837646382
4080,-0.0008122796385804995,-0.0024368389157414985
4081,-0.0008121362589825443,-0.0024364087769476327
4082,-0.0008119928071832779,-0.0024359784215498333
4083,-0.0008118492832776654,-0.0024355478498329962
4084,-0.0008117056873606204,-0.002435117062081861
4085,-0.0008115620195270059,-0.0024346860585810178
4086,-0.0008114182798716323,-0.002434254839614897
4087,-0.0008112744684892608,-0.0024338234054677825
4088,-0.0008111305854745995,-0.002433391756423798
4089,-0.0008109866309223063,-0.0024329598927669187
4090,-0.0008108426049269876,-0.0024325278147809626
4091,-0.0008106985075831982,-0.002432095522749595
4092,-0.0008105543389854426,-0.0024316630169563275
4093,-0.0008104100992281727,-0.002431230297684518
4094,-0.0008102657884057905,-0.0024307973652173717
4095,-0.000810121406612646,-0.002430364219837938
4096,-0.0008099769539430383,-0.002429930861829115
4097,-0.0008098324304912143,-0.002429497291473643
4098,-0.0008096878363513713,-0.002429063509054114
4099,-0.0008095431716176538,-0.0024286295148529613
4100,-0.000809398436384156,-0.002428195309152468
4101,-0.0008092536307449204,-0.002427760892234761
4102,-0.0008091087547939385,-0.002427326264381815
4103,-0.0008089638086251501,-0.00242689142587545
4104,-0.000808818792332444,-0.002426456376997332
4105,-0.0008086737060096582,-0.002426021118028974
4106,-0.0008085285497505786,-0.0024255856492517358
4107,-0.00080838332364894,-0.0024251499709468196
4108,-0.0008082380277984265,-0.0024247140833952795
4109,-0.0008080926622926706,-0.002424277986878012
4110,-0.0008079472272252528,-0.0024238416816757583
4111,-0.0008078017226897038,-0.002423405168069111
4112,-0.0008076561487795019,-0.0024229684463385054
4113,-0.0008075105055880743,-0.002422531516764223
4114,-0.000807364793208797,-0.0024220943796263907
4115,-0.0008072190117349948,-0.0024216570352049846
4116,-0.0008070731612599412,-0.0024212194837798236
4117,-0.0008069272418768584,-0.0024207817256305755
4118,-0.0008067812536789173,-0.002420343761036752
4119,-0.0008066351967592374,-0.002419905590277712
4120,-0.000806489071210887,-0.002419467213632661
4121,-0.000806342877126883,-0.002419028631380649
4122,-0.0008061966146001912,-0.0024185898438005733
4123,-0.000806050283723726,-0.0024181508511711782
4124,-0.0008059038845903506,-0.0024177116537710515
4125,-0.0008057574172928767,-0.00241727225187863
4126,-0.0008056108819240649,-0.0024168326457721947
4127,-0.0008054642785766243,-0.0024163928357298727
4128,-0.0008053176073432128,-0.0024159528220296382
4129,-0.0008051708683164369,-0.0024155126049493106
4130,-0.0008050240615888523,-0.002415072184766557
4131,-0.0008048771872529628,-0.002414631561758888
4132,-0.000804730245401221,-0.002414190736203663
4133,-0.0008045832361260283,-0.0024137497083780847
4134,-0.0008044361595197349,-0.0024133084785592047
4135,-0.0008042890156746393,-0.0024128670470239177
4136,-0.0008041418046829895,-0.002412425414048968
4137,-0.0008039945266369812,-0.0024119835799109434
4138,-0.0008038471816287597,-0.0024115415448862786
4139,-0.0008036997697504179,-0.0024110993092512534
4140,-0.0008035522910939986,-0.002410656873281996
4141,-0.0008034047457514926,-0.0024102142372544777
4142,-0.0008032571338148395,-0.002409771401444518
4143,-0.0008031094553759277,-0.0024093283661277827
4144,-0.000802961710526594,-0.0024088851315797817
4145,-0.0008028138993586242,-0.0024084416980758726
4146,-0.0008026660219637529,-0.0024079980658912588
4147,-0.0008025180784336627,-0.002407554235300988
4148,-0.0008023700688599858,-0.0024071102065799576
4149,-0.0008022219933343027,-0.002406665980002908
4150,-0.0008020738519481424,-0.002406221555844427
4151,-0.0008019256447929827,-0.002405776934378948
4152,-0.0008017773719602503,-0.002405332115880751
4153,-0.0008016290335413201,-0.00240488710062396
4154,-0.0008014806296275165,-0.0024044418888825494
4155,-0.0008013321603101116,-0.002403996480930335
4156,-0.0008011836256803271,-0.0024035508770409815
4157,-0.0008010350258293329,-0.0024031050774879987
4158,-0.0008008863608482477,-0.002402659082544743
4159,-0.0008007376308281385,-0.0024022128924844153
4160,-0.000800588835860022,-0.002401766507580066
4161,-0.0008004399760348626,-0.002401319928104588
4162,-0.000800291051443574,-0.002400873154330722
4163,-0.000800142062177018,-0.002400426186531054
4164,-0.0007999930083260058,-0.0023999790249780175
4165,-0.0007998438899812967,-0.00239953166994389
4166,-0.0007996947072335991,-0.0023990841217007976
4167,-0.0007995454601735702,-0.0023986363805207104
4168,-0.0007993961488918152,-0.002398188446675445
4169,-0.0007992467734788885,-0.0023977403204366653
4170,-0.0007990973340252935,-0.00239729200207588
4171,-0.0007989478306214815,-0.002396843491864444
4172,-0.0007987982633578533,-0.0023963947900735596
4173,-0.0007986486323247579,-0.0023959458969742735
4174,-0.0007984989376124932,-0.0023954968128374796
4175,-0.000798349179311306,-0.002395047537933918
4176,-0.0007981993575113911,-0.0023945980725341735
4177,-0.0007980494723028927,-0.002394148416908678
4178,-0.0007978995237759036,-0.002393698571327711
4179,-0.0007977495120204654,-0.002393248536061396
4180,-0.0007975994371265677,-0.0023927983113797026
4181,-0.0007974492991841496,-0.0023923478975524486
4182,-0.0007972990982830985,-0.002391897294849295
4183,-0.0007971488345132508,-0.0023914465035397526
4184,-0.0007969985079643915,-0.0023909955238931744
4185,-0.0007968481187262544,-0.002390544356178763
4186,-0.0007966976668885214,-0.002390093000665564
4187,-0.0007965471525408243,-0.0023896414576224725
4188,-0.0007963965757727424,-0.0023891897273182272
4189,-0.0007962459366738046,-0.002388737810021414
4190,-0.0007960952353334883,-0.0023882857060004647
4191,-0.0007959444718412192,-0.0023878334155236574
4192,-0.0007957936462863722,-0.0023873809388591165
4193,-0.000795642758758271,-0.002386928276274813
4194,-0.0007954918093461876,-0.0023864754280385624
4195,-0.000795340798139343,-0.002386022394418029
4196,-0.0007951897252269069,-0.0023855691756807205
4197,-0.0007950385906979978,-0.002385115772093993
4198,-0.0007948873946416829,-0.002384662183925049
4199,-0.0007947361371469782,-0.0023842084114409348
4200,-0.0007945848183028482,-0.0023837544549085445
4201,-0.0007944334381982062,-0.0023833003145946187
4202,-0.0007942819969219148,-0.0023828459907657444
4203,-0.0007941304945627847,-0.002382391483688354
4204,-0.0007939789312095755,-0.0023819367936287264
4205,-0.0007938273069509957,-0.002381481920852987
4206,-0.0007936756218757025,-0.0023810268656271074
4207,-0.0007935238760723018,-0.0023805716282169053
4208,-0.0007933720696293484,-0.002380116208888045
4209,-0.0007932202026353458,-0.002379660607906037
4210,-0.0007930682751787461,-0.002379204825536238
4211,-0.0007929162873479504,-0.002378748862043851
4212,-0.0007927642392313084,-0.0023782927176939253
4213,-0.0007926121309171187,-0.002377836392751356
4214,-0.0007924599624936288,-0.002377379887480886
4215,-0.0007923077340490347,-0.0023769232021471037
4216,-0.0007921554456714812,-0.0023764663370144435
4217,-0.0007920030974490623,-0.002376009292347187
4218,-0.0007918506894698202,-0.0023755520684094608
4219,-0.0007916982218217462,-0.0023750946654652384
4220,-0.0007915456945927805,-0.0023746370837783412
4221,-0.0007913931078708117,-0.002374179323612435
4222,-0.0007912404617436778,-0.0023737213852310333
4223,-0.000791087756299165,-0.002373263268897495
4224,-0.0007909349916250088,-0.0023728049748750263
4225,-0.000790782167808893,-0.002372346503426679
4226,-0.0007906292849384508,-0.0023718878548153522
4227,-0.0007904763431012636,-0.0023714290293037907
4228,-0.0007903233423848622,-0.0023709700271545863
4229,-0.0007901702828767256,-0.0023705108486301767
4230,-0.0007900171646642824,-0.002370051493992847
4231,-0.0007898639878349091,-0.002369591963504727
4232,-0.0007897107524759318,-0.0023691322574277956
4233,-0.0007895574586746254,-0.002368672376023876
4234,-0.0007894041065182128,-0.0023682123195546386
4235,-0.0007892506960938668,-0.0023677520882816002
4236,-0.0007890972274887084,-0.002367291682466125
4237,-0.0007889437007898075,-0.0023668311023694226
4238,-0.0007887901160841832,-0.0023663703482525496
4239,-0.0007886364734588033,-0.0023659094203764097
4240,-0.0007884827730005841,-0.002365448319001752
4241,-0.0007883290147963913,-0.002364987044389174
4242,-0.0007881751989330389,-0.0023645255967991168
4243,-0.0007880213254972902,-0.0023640639764918705
4244,-0.0007878673945758574,-0.002363602183727572
4245,-0.0007877134062554015,-0.0023631402187662045
4246,-0.000787559360622532,-0.0023626780818675956
4247,-0.0007874052577638076,-0.0023622157732914226
4248,-0.000787251097765736,-0.002361753293297208
4249,-0.0007870968807147736,-0.0023612906421443206
4250,-0.0007869426066973258,-0.0023608278200919776
4251,-0.000786788275799747,-0.002360364827399241
4252,-0.00078663388810834,-0.00235990166432502
4253,-0.0007864794437093573,-0.0023594383311280717
4254,-0.0007863249426889995,-0.0023589748280669984
4255,-0.0007861703851334167,-0.00235851115540025
4256,-0.0007860157711287074,-0.002358047313386122
4257,-0.0007858611007609197,-0.002357583302282759
4258,-0.00078570637411605,-0.00235711912234815
4259,-0.0007855515912800441,-0.0023566547738401323
4260,-0.0007853967523387965,-0.0023561902570163893
4261,-0.0007852418573781505,-0.0023557255721344513
4262,-0.0007850869064838983,-0.002355260719451695
4263,-0.0007849318997417816,-0.0023547956992253445
4264,-0.0007847768372374906,-0.002354330511712472
4265,-0.0007846217190566646,-0.0023538651571699937
4266,-0.000784466545284892,-0.002353399635854676
4267,-0.0007843113160077095,-0.002352933948023128
4268,-0.0007841560313106034,-0.0023524680939318097
4269,-0.000784000691279009,-0.002352002073837027
4270,-0.0007838452959983104,-0.002351535887994931
4271,-0.0007836898455538406,-0.0023510695366615215
4272,-0.0007835343400308816,-0.0023506030200926447
4273,-0.0007833787795146647,-0.0023501363385439937
4274,-0.0007832231640903696,-0.002349669492271109
4275,-0.0007830674938431257,-0.002349202481529377
4276,-0.000782911768858011,-0.002348735306574033
4277,-0.0007827559892200524,-0.0023482679676601575
4278,-0.0007826001550142263,-0.0023478004650426786
4279,-0.0007824442663254575,-0.002347332798976372
4280,-0.0007822883232386202,-0.0023468649697158607
4281,-0.0007821323258385378,-0.0023463969775156138
4282,-0.0007819762742099823,-0.002345928822629947
4283,-0.0007818201684376753,-0.0023454605053130255
4284,-0.0007816640086062865,-0.0023449920258188594
4285,-0.0007815077948004358,-0.0023445233844013075
4286,-0.0007813515271046912,-0.0023440545813140736
4287,-0.0007811952056035705,-0.002343585616810711
4288,-0.00078103883038154,-0.00234311649114462
4289,-0.0007808824015230155,-0.002342647204569046
4290,-0.0007807259191123612,-0.0023421777573370836
4291,-0.0007805693832338915,-0.0023417081497016747
4292,-0.000780412793971869,-0.002341238381915607
4293,-0.0007802561514105054,-0.0023407684542315166
4294,-0.0007800994556339623,-0.0023402983669018867
4295,-0.0007799427067263493,-0.0023398281201790477
4296,-0.0007797859047717259,-0.0023393577143151776
4297,-0.0007796290498541001,-0.0023388871495623005
4298,-0.00077947214205743,-0.00233841642617229
4299,-0.0007793151814656218,-0.0023379455443968654
4300,-0.0007791581681625313,-0.0023374745044875936
4301,-0.0007790011022319634,-0.0023370033066958903
4302,-0.000778843983757672,-0.002336531951273016
4303,-0.0007786868128233606,-0.002336060438470082
4304,-0.000778529589512681,-0.0023355887685380427
4305,-0.000778372313909235,-0.002335116941727705
4306,-0.0007782149860965734,-0.00233464495828972
4307,-0.0007780576061581957,-0.002334172818474587
4308,-0.000777900174177551,-0.0023337005225326527
4309,-0.0007777426902380374,-0.002333228070714112
4310,-0.0007775851544230021,-0.0023327554632690058
4311,-0.0007774275668157418,-0.0023322827004472256
4312,-0.0007772699274995027,-0.002331809782498508
4313,-0.0007771122365574791,-0.002331336709672437
4314,-0.0007769544940728153,-0.0023308634822184456
4315,-0.0007767967001286048,-0.002330390100385814
4316,-0.0007766388548078898,-0.0023299165644236693
4317,-0.0007764809581936629,-0.0023294428745809885
4318,-0.0007763230103688646,-0.0023289690311065936
4319,-0.0007761650114163853,-0.002328495034249156
4320,-0.0007760069614190646,-0.0023280208842571936
4321,-0.0007758488604596913,-0.002327546581379074
4322,-0.0007756907086210035,-0.00232707212586301
4323,-0.0007755325059856882,-0.002326597517957065
4324,-0.0007753742526363826,-0.002326122757909148
4325,-0.0007752159486556721,-0.002325647845967016
4326,-0.0007750575941260921,-0.0023251727823782762
4327,-0.0007748991891301267,-0.00232469756739038
4328,-0.0007747407337502101,-0.0023242222012506302
4329,-0.0007745822280687253,-0.0023237466842061755
4330,-0.0007744236721680044,-0.0023232710165040135
4331,-0.0007742650661303292,-0.0023227951983909876
4332,-0.0007741064100379309,-0.002322319230113793
4333,-0.0007739477039729897,-0.002321843111918969
4334,-0.0007737889480176351,-0.0023213668440529053
4335,-0.0007736301422539461,-0.0023208904267618385
4336,-0.0007734712867639516,-0.002320413860291855
4337,-0.0007733123816296289,-0.0023199371448888867
4338,-0.0007731534269329051,-0.002319460280798715
4339,-0.0007729944227556566,-0.0023189832682669696
4340,-0.0007728353691797094,-0.002318506107539128
4341,-0.0007726762662868387,-0.002318028798860516
4342,-0.000772517114158769,-0.002317551342476307
4343,-0.0007723579128771746,-0.0023170737386315234
4344,-0.0007721986625236785,-0.0023165959875710357
4345,-0.0007720393631798538,-0.0023161180895395614
4346,-0.0007718800149272224,-0.0023156400447816674
4347,-0.0007717206178472566,-0.0023151618535417694
4348,-0.000771561172021377,-0.0023146835160641308
4349,-0.000771401677530954,-0.0023142050325928617
4350,-0.000771242134457308,-0.0023137264033719243
4351,-0.0007710825428817082,-0.0023132476286451247
4352,-0.0007709229028853735,-0.0023127687086561205
4353,-0.0007707632145494724,-0.0023122896436484175
4354,-0.0007706034779551229,-0.002311810433865368
4355,-0.0007704436931833917,-0.002311331079550175
4356,-0.0007702838603152962,-0.0023108515809458887
4357,-0.0007701239794318022,-0.0023103719382954065
4358,-0.0007699640506138261,-0.002309892151841478
4359,-0.0007698040739422326,-0.002309412221826698
4360,-0.0007696440494978369,-0.002308932148493511
4361,-0.0007694839773614035,-0.00230845193208421
4362,-0.0007693238576136459,-0.0023079715728409377
4363,-0.0007691636903352278,-0.002307491071005683
4364,-0.000769003475606762,-0.0023070104268202857
4365,-0.0007688432135088113,-0.002306529640526434
4366,-0.0007686829041218874,-0.002306048712365662
4367,-0.0007685225475264523,-0.002305567642579357
4368,-0.0007683621438029172,-0.0023050864314087516
4369,-0.0007682016930316427,-0.0023046050790949285
4370,-0.0007680411952929397,-0.002304123585878819
4371,-0.0007678806506670678,-0.0023036419520012035
4372,-0.0007677200592342367,-0.00230316017770271
4373,-0.0007675594210746059,-0.0023026782632238176
4374,-0.0007673987362682837,-0.0023021962088048513
4375,-0.0007672380048953294,-0.002301714014685988
4376,-0.0007670772270357506,-0.0023012316811072517
4377,-0.0007669164027695052,-0.0023007492083085153
4378,-0.0007667555321765007,-0.002300266596529502
4379,-0.0007665946153365942,-0.0022997838460097823
4380,-0.0007664336523295925,-0.0022993009569887775
4381,-0.0007662726432352521,-0.0022988179297057563
4382,-0.0007661115881332789,-0.002298334764399837
4383,-0.0007659504871033292,-0.0022978514613099872
4384,-0.000765789340225008,-0.002297368020675024
4385,-0.000765628147577871,-0.002296884442733613
4386,-0.000765466909241423,-0.002296400727724269
4387,-0.0007653056252951186,-0.002295916875885356
4388,-0.0007651442958183624,-0.002295432887455087
4389,-0.0007649829208905084,-0.002294948762671525
4390,-0.0007648215005908607,-0.0022944645017725822
4391,-0.0007646600349986731,-0.0022939801049960194
4392,-0.0007644985241931488,-0.002293495572579446
4393,-0.0007643369682534412,-0.0022930109047603234
4394,-0.000764175367258653,-0.002292526101775959
4395,-0.0007640137212878374,-0.002292041163863512
4396,-0.0007638520304199971,-0.002291556091259991
4397,-0.0007636902947340841,-0.002291070884202252
4398,-0.0007635285143090007,-0.0022905855429270023
4399,-0.0007633666892235994,-0.002290100067670798
4400,-0.0007632048195566817,-0.002289614458670045
4401,-0.0007630429053869993,-0.0022891287161609978
4402,-0.000762880946793254,-0.002288642840379762
4403,-0.0007627189438540973,-0.002288156831562292
4404,-0.0007625568966481306,-0.0022876706899443914
4405,-0.0007623948052539047,-0.002287184415761714
4406,-0.0007622326697499209,-0.0022866980092497626
4407,-0.0007620704902146302,-0.0022862114706438904
4408,-0.0007619082667264336,-0.0022857248001793007
4409,-0.0007617459993636816,-0.002285237998091045
4410,-0.0007615836882046752,-0.0022847510646140257
4411,-0.0007614213333276652,-0.0022842639999829956
4412,-0.0007612589348108517,-0.002283776804432555
4413,-0.0007610964927323853,-0.002283289478197156
4414,-0.0007609340071703671,-0.002282802021511101
4415,-0.0007607714782028468,-0.0022823144346085403
4416,-0.0007606089059078252,-0.002281826717723475
4417,-0.0007604462903632526,-0.0022813388710897576
4418,-0.0007602836316470295,-0.0022808508949410887
4419,-0.0007601209298370063,-0.002280362789511019
4420,-0.0007599581850109832,-0.0022798745550329496
4421,-0.000759795397246711,-0.002279386191740133
4422,-0.0007596325666218899,-0.0022788976998656695
4423,-0.0007594696932141702,-0.0022784090796425104
4424,-0.0007593067771011529,-0.0022779203313034587
4425,-0.0007591438183603881,-0.002277431455081164
4426,-0.000758980817069377,-0.002276942451208131
4427,-0.0007588177733055698,-0.0022764533199167093
4428,-0.0007586546871463678,-0.0022759640614391035
4429,-0.0007584915586691215,-0.0022754746760073642
4430,-0.0007583283879511321,-0.002274985163853396
4431,-0.0007581651750696506,-0.0022744955252089515
4432,-0.0007580019201018782,-0.0022740057603056344
4433,-0.0007578386231249665,-0.0022735158693748996
4434,-0.0007576752842160168,-0.0022730258526480504
4435,-0.0007575119034520807,-0.0022725357103562417
4436,-0.0007573484809101602,-0.0022720454427304806
4437,-0.0007571850166672068,-0.0022715550500016207
4438,-0.0007570215108001234,-0.00227106453240037
4439,-0.0007568579633857617,-0.0022705738901572852
4440,-0.0007566943745009244,-0.002270083123502773
4441,-0.0007565307442223644,-0.002269592232667093
4442,-0.0007563670726267842,-0.0022691012178803526
4443,-0.0007562033597908374,-0.002268610079372512
4444,-0.000756039605791127,-0.002268118817373381
4445,-0.000755875810704207,-0.0022676274321126208
4446,-0.000755711974606581,-0.002267135923819743
4447,-0.0007555480975747034,-0.00226664429272411
4448,-0.0007553841796849783,-0.002266152539054935
4449,-0.0007552202210137605,-0.0022656606630412812
4450,-0.0007550562216373551,-0.002265168664912065
4451,-0.0007548921816320173,-0.0022646765448960516
4452,-0.0007547281010739528,-0.002264184303221858
4453,-0.0007545639800393174,-0.002263691940117952
4454,-0.0007543998186042172,-0.0022631994558126515
4455,-0.0007542356168447089,-0.002262706850534127
4456,-0.0007540713748367995,-0.0022622141245103988
4457,-0.0007539070926564463,-0.002261721277969339
4458,-0.000753742770379557,-0.002261228311138671
4459,-0.0007535784080819894,-0.002260735224245968
4460,-0.0007534140058395519,-0.0022602420175186558
4461,-0.0007532495637280036,-0.002259748691184011
4462,-0.0007530850818230534,-0.00225925524546916
4463,-0.0007529205602003613,-0.002258761680601084
4464,-0.0007527559989355373,-0.0022582679968066116
4465,-0.0007525913981041415,-0.0022577741943124244
4466,-0.0007524267577816855,-0.0022572802733450566
4467,-0.00075226207804363,-0.0022567862341308902
4468,-0.0007520973589653878,-0.002256292076896163
4469,-0.0007519326006223204,-0.002255797801866961
4470,-0.0007517678030897412,-0.0022553034092692233
4471,-0.0007516029664429132,-0.0022548088993287396
4472,-0.0007514380907570504,-0.0022543142722711513
4473,-0.0007512731761073174,-0.0022538195283219524
4474,-0.0007511082225688288,-0.0022533246677064866
4475,-0.0007509432302166502,-0.002252829690649951
4476,-0.0007507781991257979,-0.0022523345973773936
4477,-0.0007506131293712379,-0.0022518393881137137
4478,-0.0007504480210278876,-0.0022513440630836626
4479,-0.0007502828741706147,-0.002250848622511844
4480,-0.0007501176888742377,-0.002250353066622713
4481,-0.0007499524652135254,-0.002249857395640576
4482,-0.0007497872032631972,-0.0022493616097895917
4483,-0.0007496219030979236,-0.0022488657092937705
4484,-0.0007494565647923249,-0.002248369694376975
4485,-0.0007492911884209729,-0.0022478735652629186
4486,-0.0007491257740583894,-0.0022473773221751685
4487,-0.0007489603217790478,-0.002246880965337143
4488,-0.0007487948316573707,-0.002246384494972112
4489,-0.0007486293037677329,-0.0022458879113031985
4490,-0.0007484637381844588,-0.002245391214553376
4491,-0.0007482981349818239,-0.0022448944049454716
4492,-0.0007481324942340547,-0.0022443974827021642
4493,-0.0007479668160153281,-0.0022439004480459845
4494,-0.0007478011003997718,-0.002243403301199315
4495,-0.0007476353474614645,-0.0022429060423843935
4496,-0.0007474695572744349,-0.0022424086718233044
4497,-0.0007473037299126635,-0.00224191118973799
4498,-0.0007471378654500808,-0.002241413596350242
4499,-0.0007469719639605685,-0.0022409158918817056
4500,-0.0007468060255179591,-0.0022404180765538775
4501,-0.0007466400501960356,-0.002239920150588107
4502,-0.0007464740380685323,-0.002239422114205597
4503,-0.000746307989209134,-0.0022389239676274017
4504,-0.0007461419036914759,-0.0022384257110744277
4505,-0.0007459757815891454,-0.0022379273447674358
4506,-0.0007458096229756793,-0.0022374288689270376
4507,-0.0007456434279245664,-0.0022369302837736992
4508,-0.0007454771965092458,-0.002236431589527737
4509,-0.0007453109288031076,-0.0022359327864093226
4510,-0.0007451446248794925,-0.0022354338746384777
4511,-0.000744978284811693,-0.0022349348544350787
4512,-0.0007448119086729519,-0.0022344357260188556
4513,-0.000744645496536463,-0.002233936489609389
4514,-0.0007444790484753711,-0.002233437145426113
4515,-0.0007443125645627721,-0.002232937693688316
4516,-0.0007441460448717126,-0.002232438134615138
4517,-0.0007439794894751905,-0.0022319384684255715
4518,-0.0007438128984461546,-0.0022314386953384635
4519,-0.0007436462718575046,-0.0022309388155725136
4520,-0.0007434796097820916,-0.0022304388293462748
4521,-0.0007433129122927169,-0.002229938736878151
4522,-0.0007431461794621339,-0.0022294385383864017
4523,-0.0007429794113630465,-0.0022289382340891398
4524,-0.0007428126080681097,-0.0022284378242043287
4525,-0.0007426457696499295,-0.002227937308949788
4526,-0.0007424788961810634,-0.00222743668854319
4527,-0.0007423119877340195,-0.0022269359632020587
4528,-0.0007421450443812572,-0.0022264351331437717
4529,-0.0007419780661951874,-0.0022259341985855618
4530,-0.0007418110532481717,-0.0022254331597445147
4531,-0.0007416440056125228,-0.0022249320168375684
4532,-0.000741476923360505,-0.002224430770081515
4533,-0.0007413098065643333,-0.002223929419693
4534,-0.0007411426552961743,-0.002223427965888523
4535,-0.0007409754696281455,-0.0022229264088844364
4536,-0.0007408082496323158,-0.0022224247488969472
