T,MR
28.79505,0.032054101147606484
29.03485,0.030069493810065365
29.23645,0.030760673835884857
29.43155,0.031359094433419145
29.68435,0.029235275992695972
29.88795,0.030560631178575815
30.13055,0.02938429516346217
30.34805,0.030557659456198177
30.54535,0.029720520922031538
30.74125,0.029386006800455864
30.94725,0.029798743944467614
31.18715,0.027989281064827776
31.4283,0.02826573226603955
31.6394,0.026859579138243966
31.8395,0.026102209608502593
32.03935,0.026997914629340224
32.24355,0.02673288725672995
32.4435,0.026200668327297557
32.64465,0.026092517545677037
32.8412,0.025541874716814635
33.08155,0.026025099596583414
33.3297,0.02477677825714443
33.54735,0.024676658920081213
33.74435,0.024964107705212533
33.9851,0.025190916925369736
34.18435,0.02455941750724257
34.39255,0.02422656936344384
34.58795,0.024224280909666242
34.7927,0.023556948579478706
34.9974,0.023622296314723283
35.1928,0.022594741459546777
35.39555,0.023283915496995135
35.6359,0.023157161019897312
35.8412,0.022658183210315774
36.0411,0.022141429804056808
36.2409,0.021469248181363212
36.4435,0.020205311527570557
36.64765,0.019794395114596887
36.8414,0.021057011484441567
37.04045,0.018804310768177346
37.23795,0.019973583857449788
37.4399,0.018690640100994867
37.6794,0.018068164500395677
37.9325,0.019014307015031685
38.1429,0.017382899977751276
38.3385,0.017310242313210617
38.5381,0.017816571412084266
38.7782,0.017319650043885467
38.9957,0.017429488253752543
39.19705,0.017405587073598888
39.39455,0.017500435952433273
39.63595,0.017927743497782766
39.87585,0.017793612750666495
40.1364,0.01737126964614558
40.34005,0.016535088971418838
40.5479,0.01616919225268063
40.78305,0.017090721945553205
40.98685,0.016272861856985007
41.19,0.015989030940087728
41.4362,0.016840604456327013
41.6468,0.016271407749728954
41.842,0.015899679945636243
42.0378,0.01614839502837013
42.2409,0.016096397402034817
42.48845,0.015357506149741556
42.68375,0.015365718709173063
42.8958,0.017144209787091993
43.0909,0.014840457217457637
43.2971,0.014479716053399472
43.49645,0.014994820320487108
43.69175,0.014400210628600713
43.89575,0.015174411214379695
44.09415,0.014009881933535188
44.33065,0.014883928412779085
44.5433,0.01407938169683055
44.73975,0.01410941416620156
44.9542,0.015410104527609934
45.17895,0.014957443853569624
45.4325,0.014198802734553541
45.6353,0.013995939221769442
45.8372,0.013690211066516878
46.04215,0.014481435360821504
46.23755,0.013749659690732165
46.44785,0.01463073121978949
46.66425,0.01351172618570549
46.89685,0.014072239682669468
47.0922,0.013280542111619352
47.2869,0.013080567143421146
47.491,0.013504238242908364
47.6931,0.014160285348182805
47.93425,0.013557480401795049
48.1425,0.013461331320422446
48.3823,0.012720860167241149
48.6357,0.012335436919337589
48.8318,0.01290947472367693
49.0339,0.01351883632050435
49.2402,0.012942571396365869
49.4546,0.012210730571642936
49.68415,0.012708292880153328
49.88405,0.013305243421769693
50.12425,0.011910390935097355
50.3411,0.01127022388261172
50.5435,0.012916838779185936
50.7442,0.012710667516313032
50.9432,0.01230228906620199
51.1453,0.011958500832013793
51.34465,0.01076540459387252
51.5846,0.011959472520717294
51.7882,0.011824161679304241
52.02895,0.011474571356407065
52.2345,0.011697049372236623
52.44365,0.011105816043776754
52.64755,0.011769380773683245
52.8408,0.011133001147645713
53.043,0.011158880357930013
53.24525,0.011237066186728959
53.444,0.010547376382584536
53.67065,0.011902941361930031
53.8865,0.01146635739851919
54.0931,0.011252818928201744
54.2912,0.010559843035355366
54.49535,0.011528780355308741
54.69145,0.01045569251322099
54.9275,0.01064712499318745
55.1389,0.011155330229951358
55.33785,0.011087627183875291
55.53755,0.010712515587700264
55.7848,0.010402143032517892
55.99415,0.010237404314216167
56.196,0.010441644534599266
56.39695,0.010635713646929569
56.59395,0.010790258890178879
56.7991,0.010586447749591273
56.9951,0.010352117803365184
57.19655,0.011105380782562497
57.391,0.01004864076575197
57.58835,0.010098897051328316
57.78335,0.010341692586964282
58.0228,0.009352524442772523
58.2467,0.009423615188349938
58.48425,0.00952432106763378
58.6909,0.0097196118692442
58.9308,0.009039645495550237
59.1424,0.009535834420923942
59.3386,0.009339628835756692
59.57925,0.009565872056911257
59.78795,0.00912361905162818
59.9987,0.009693138218594792
60.1984,0.009669892141789099
60.4318,0.00935166031252805
60.65,0.009789513804751685
60.8406,0.009577475604828875
61.0396,0.00922748716461594
61.2835,0.009132099608958541
61.48725,0.008594153968954603
61.6845,0.008926438847790099
61.9285,0.00884127043322842
62.17395,0.008217572857256026
62.3954,0.008172568857863247
62.59165,0.008659355058777234
62.79,0.009370259211161216
62.9925,0.008274172416424187
63.1926,0.008810325878654126
63.39625,0.008543375147166733
63.6361,0.008149333689403793
63.84,0.008161660709555905
64.03935,0.008767901002268078
64.2442,0.007924404169914632
64.4482,0.008326701697840775
64.6478,0.008727971323626307
64.8467,0.008564442454340845
65.05005,0.008341082571843381
65.249,0.007940829696056355
65.4441,0.007755388635044298
65.6782,0.007668954410549268
65.88885,0.007602986159080602
66.0904,0.0085618887796358
66.2917,0.007880010771685863
66.4973,0.007588443518346235
66.7042,0.007663881563439079
66.89935,0.007767556544836476
67.09935,0.007810201487998241
67.30445,0.007148365764493702
67.5051,0.007746011761322982
67.69585,0.007940999865495842
67.8954,0.008031193380821693
68.0893,0.007524641079527193
68.2979,0.007730023907538715
68.53795,0.007835894778110811
68.7557,0.006875690558669309
68.94985,0.0077285716149135385
69.18605,0.007533826554947736
69.3946,0.007520187679568628
69.59285,0.007146484164599885
69.79585,0.006671143850084116
70.0013,0.006642486002049265
70.1984,0.007013312225946612
70.39665,0.006511853884270496
70.59735,0.007124852343760438
70.83435,0.006875270258028904
71.0495,0.007275026077360524
71.24925,0.007757722058513031
71.44415,0.007018701429499998
71.68465,0.006875234892117417
71.89215,0.006912824038502764
72.09465,0.006659917226610297
72.29435,0.007256101065259081
72.49815,0.0069132580277357705
72.6859,0.006971943528314221
72.9311,0.006457031680555092
73.14735,0.006999057446432235
73.38495,0.006880794938985769
73.6039,0.007012610318379752
73.79825,0.0070153399347293
73.99735,0.006174868121406982
74.1921,0.006734816241214081
74.399,0.0066644617937130285
74.5931,0.006023544099388774
74.8325,0.006808035707601094
75.04895,0.006535581868208825
75.2849,0.00705603010150005
75.4989,0.0061970979972218645
75.7321,0.0063277269540659995
75.94815,0.005955210159648999
76.17735,0.005718857672930763
76.38665,0.005968422279738616
76.59935,0.0060312494056206645
76.79815,0.00636244666306942
76.99775,0.005667933145489883
77.19265,0.005637617266248579
77.407,0.005995712020186453
77.5883,0.006162243544143605
77.82585,0.005592006654320791
78.0488,0.0054364180438098205
78.2498,0.005431249057936944
78.45045,0.005608523409783729
78.6389,0.005814258769357099
78.8829,0.005625319419510107
79.0941,0.0055286303759770495
79.29145,0.0053630710322647044
79.48765,0.00554142616610339
79.693,0.005332578685317459
79.92875,0.00494573858760777
80.18515,0.00512857056955671
80.38525,0.005227705383922399
80.58775,0.005177470391461758
80.79255,0.005510982025979973
80.99005,0.005310941919620873
81.2334,0.005425469802999762
81.43515,0.005181189516109407
81.6438,0.0054405111068995616
81.8393,0.005136096774475022
82.041,0.005415822615879985
82.24135,0.005603210349669544
82.4817,0.005180686678172561
82.6841,0.00565551252172129
82.9301,0.005500518835731384
83.17545,0.005477583417179029
83.3882,0.004853153279913158
83.5888,0.004695528969921807
83.82995,0.0047707974845655685
84.08675,0.004832714172458436
84.3283,0.00472518115835638
84.5433,0.005020294554721978
84.74985,0.005203974116253498
84.94455,0.004788826633509986
85.14325,0.005406522776550398
85.3337,0.005842678405094355
85.5469,0.005425752230738035
85.741,0.005114443700959713
85.9376,0.004870385368859949
86.1817,0.004952783874511658
86.4286,0.0053131704058345065
86.6375,0.0052896600319766495
86.88095,0.004829867116142331
87.0908,0.005331717476226478
87.33325,0.005235010695584205
87.5378,0.005019796673757669
87.74,0.0053904171173845185
87.94345,0.0061049576393601
88.147,0.005203504203033167
88.3493,0.005401690723906612
88.58545,0.005261694448243999
88.82895,0.005586541420346683
89.08005,0.005549493512272218
89.2863,0.0061768564431269905
89.5319,0.006312544355348844
89.73685,0.00583600765029321
89.98825,0.006256523706109349
90.1892,0.005863608887281724
90.42125,0.006617633649191161
90.63785,0.005984842949341362
90.83705,0.0061132138776970706
91.06845,0.006218250908171295
91.29065,0.0059694117251127355
91.53245,0.006001274963343992
91.74265,0.0060702674058340615
91.9444,0.005923485512286111
92.15135,0.006459310971251462
92.3849,0.006296948047329702
92.5894,0.006295964516504928
92.8314,0.006567450503119824
93.04085,0.0063238464179719445
93.24705,0.006008774986637573
93.48735,0.00626116507606033
93.69965,0.005902373235899188
93.9378,0.005980678917381401
94.1361,0.006419477574842805
94.3407,0.006613258006206391
94.57685,0.006397157916653065
94.82795,0.005984488238883845
95.0392,0.006185012214707676
95.24645,0.006600052639077671
95.48345,0.006312924485785411
95.68135,0.006663604768308802
95.93155,0.006495888951089508
96.14125,0.0065799212558159985
96.34895,0.006796856376345459
96.54385,0.007097630897196821
96.73875,0.00678594906345866
96.9408,0.006730418562875778
97.14515,0.006069434855995212
97.3429,0.005971913047061779
97.54195,0.006412043478261292
97.7816,0.006553561354033796
97.98715,0.006735917941832199
98.19435,0.00658752462425012
98.39455,0.006669998179992562
98.63145,0.006381409356898484
98.84545,0.006849772497793767
99.08215,0.006750458516932376
99.29545,0.006194370459891316
99.487,0.006833440686194123
99.70115,0.006507860869925505
99.8979,0.006513248467380482
100.0946,0.006426636930645649
100.2962,0.005861418975076502
100.496,0.006156891245771515
100.6968,0.006729578152421265
100.9049,0.006238944260201799
101.0948,0.0058189516983256995
101.2901,0.006205759110528326
101.4916,0.006155080125109936
101.6959,0.0064677902478506135
101.8878,0.006457415567236866
102.0848,0.006355838815702286
102.2853,0.0057549233861083175
102.5352,0.0056459550162318356
102.7402,0.0059908337207239416
102.9399,0.005818090707174616
103.1401,0.006085274792243863
103.3455,0.006235551276939705
103.5406,0.0059697390073138994
103.7418,0.00630319305598332
103.9438,0.006179649266837015
104.1778,0.005918439964912573
104.3965,0.006198980401746362
104.5933,0.005699743224321715
104.7968,0.006242596797339932
105.0039,0.00649906859401817
105.1979,0.005915213988565393
105.3969,0.006170142454224213
105.6296,0.006265066000116496
105.8506,0.00628025042016076
106.0495,0.0064466884164128945
106.2499,0.006473179359029927
106.4435,0.006063231054814618
106.6569,0.0056130093863804055
106.8555,0.00504059235281912
107.0511,0.00516542072200351
107.2448,0.005447843794600657
107.4476,0.005291317689218619
107.6417,0.005257975125660101
107.8382,0.004916792781610147
108.0469,0.00538986338692325
108.2378,0.00539284958214531
108.4393,0.005100776436834852
108.6716,0.005447805790990575
108.9303,0.005323423102374156
109.1847,0.00514964326627452
109.3826,0.004968719019197903
109.5835,0.005181208652847987
109.8027,0.005161055776665372
109.9973,0.0051887100452125984
110.197,0.004950364272580344
110.3945,0.005429581213630966
110.5885,0.005093292540407987
110.7896,0.005253264980280131
110.9875,0.005291274481469278
111.1869,0.005453860447244028
111.4297,0.00500343168939453
111.6479,0.005175843730229387
111.8404,0.005283103410955943
112.0821,0.004931693567142921
112.334,0.004649901246915375
112.5387,0.004754452518473747
112.7412,0.005001341245937516
112.9435,0.005105721000622941
113.1424,0.005223622277146321
113.3401,0.004590439081301794
113.5398,0.004815813873944601
113.7417,0.004405369852305047
113.9422,0.004835922793513521
114.1416,0.004497281183748744
114.3359,0.004401092195512133
114.5827,0.004800548618559314
114.7834,0.004996444162225723
114.9876,0.004647548711580257
115.2021,0.004919585228726183
115.3974,0.0049285302480426944
115.5924,0.004571344459247361
115.7913,0.004307985278276798
116.0259,0.004797911321569076
116.2462,0.0047387898617748695
116.484,0.004677231290486419
116.6945,0.004752176245565779
116.931,0.004707971711935393
117.1376,0.0048578159835995635
117.3535,0.004662242973724855
117.5462,0.004785353613539672
117.7446,0.004666390797558132
117.9767,0.004567604472274227
118.1829,0.004530402178591537
118.3908,0.004376359884927845
118.6001,0.004538294486045984
118.7938,0.004714334953304099
119.0302,0.004033966733799868
119.2468,0.0039112354756719765
119.4775,0.003465550396606999
119.7524,0.002218250057780226
